sex_s,race_s,race_c,edu_s,edu_c,multiplier,log,sides_alloc
male,nh_black,nh_white,hs_or_less,bachelors,0.7977,-0.22603,618.6
male,nh_black,nh_white,hs_or_less,graduate,0.9885,-0.01156,333.3
male,nh_black,nh_white,some_college,hs_or_less,1.2526,0.22519,1051.1
male,nh_black,nh_white,some_college,some_college,0.9627,-0.03798,1783.3
male,nh_black,nh_white,some_college,bachelors,0.8929,-0.11323,934.9
male,nh_black,nh_white,some_college,graduate,1.0685,0.06623,485.4
male,nh_black,nh_white,bachelors,hs_or_less,1.1308,0.12288,264.5
male,nh_black,nh_white,bachelors,some_college,1.0567,0.05516,572.6
male,nh_black,nh_white,bachelors,bachelors,0.9025,-0.10254,1061.3
male,nh_black,nh_white,bachelors,graduate,1.0187,0.01852,597.9
male,nh_black,nh_white,graduate,hs_or_less,1.1223,0.11536,84.7
male,nh_black,nh_white,graduate,some_college,1.0258,0.02548,178.6
male,nh_black,nh_white,graduate,bachelors,0.7328,-0.31085,305.9
male,nh_black,nh_white,graduate,graduate,0.8848,-0.12234,500.7
male,nh_black,nh_black,hs_or_less,hs_or_less,1.0682,0.06597,11792.5
male,nh_black,nh_black,hs_or_less,some_college,1.0947,0.09044,8069.3
male,nh_black,nh_black,hs_or_less,bachelors,1.3089,0.26921,2737.7
male,nh_black,nh_black,hs_or_less,graduate,1.3591,0.30683,1451.7
male,nh_black,nh_black,some_college,hs_or_less,0.7643,-0.2688,3775.8
male,nh_black,nh_black,some_college,some_college,0.8399,-0.17452,7906.5
male,nh_black,nh_black,some_college,bachelors,1.1167,0.1104,3117.0
male,nh_black,nh_black,some_college,graduate,1.2745,0.24256,1801.3
male,nh_black,nh_black,bachelors,hs_or_less,0.8481,-0.16472,1185.4
male,nh_black,nh_black,bachelors,some_college,0.7133,-0.33788,2010.0
male,nh_black,nh_black,bachelors,bachelors,0.9396,-0.06228,2964.1
male,nh_black,nh_black,bachelors,graduate,0.9827,-0.01744,1796.0
male,nh_black,nh_black,graduate,hs_or_less,1.1702,0.15719,519.6
male,nh_black,nh_black,graduate,some_college,0.8413,-0.17278,767.4
male,nh_black,nh_black,graduate,bachelors,0.9295,-0.07306,1110.8
male,nh_black,nh_black,graduate,graduate,1.0377,0.03699,1899.9
male,nh_black,nh_asian,hs_or_less,hs_or_less,0.8489,-0.16378,113.0
male,nh_black,nh_asian,hs_or_less,some_college,0.795,-0.22936,67.5
male,nh_black,nh_asian,hs_or_less,bachelors,0.7889,-0.23707,72.1
male,nh_black,nh_asian,hs_or_less,graduate,0.7004,-0.3561,25.7
male,nh_black,nh_asian,some_college,hs_or_less,1.0655,0.0634,65.7
male,nh_black,nh_asian,some_college,some_college,1.2807,0.24744,159.5
male,nh_black,nh_asian,some_college,bachelors,0.9921,-0.0079,136.4
male,nh_black,nh_asian,some_college,graduate,0.6744,-0.39386,37.6
male,nh_black,nh_asian,bachelors,hs_or_less,1.6617,0.50783,43.3
male,nh_black,nh_asian,bachelors,some_college,1.3135,0.2727,53.9
male,nh_black,nh_asian,bachelors,bachelors,0.8594,-0.15155,129.0
male,nh_black,nh_asian,bachelors,graduate,0.8847,-0.12245,84.0
male,nh_black,nh_asian,graduate,hs_or_less,1.2452,0.21928,13.5
male,nh_black,nh_asian,graduate,some_college,1.3858,0.32626,25.1
male,nh_black,nh_asian,graduate,bachelors,0.9867,-0.01336,54.0
male,nh_black,nh_asian,graduate,graduate,1.0391,0.03831,96.8
male,nh_black,nh_aian,hs_or_less,hs_or_less,1.1209,0.11412,58.8
male,nh_black,nh_aian,hs_or_less,some_college,1.2367,0.21244,44.1
male,nh_black,nh_aian,hs_or_less,bachelors,1.1036,0.09861,9.7
male,nh_black,nh_aian,hs_or_less,graduate,0.9796,-0.02057,1.4
male,nh_black,nh_aian,some_college,hs_or_less,0.9986,-0.00142,22.1
male,nh_black,nh_aian,some_college,some_college,0.8405,-0.17374,26.7
male,nh_black,nh_aian,some_college,bachelors,0.8626,-0.14786,2.0
male,nh_black,nh_aian,some_college,graduate,0.9564,-0.04461,1.1
male,nh_black,nh_aian,bachelors,hs_or_less,1.1062,0.10093,10.2
male,nh_black,nh_aian,bachelors,some_college,0.9544,-0.04671,9.5
male,nh_black,nh_aian,bachelors,bachelors,1.0283,0.02794,9.9
male,nh_black,nh_aian,bachelors,graduate,0.9439,-0.05768,1.3
male,nh_black,nh_aian,graduate,hs_or_less,0.9797,-0.02047,1.3
male,nh_black,nh_aian,graduate,some_college,1.0478,0.04666,5.4
male,nh_black,nh_aian,graduate,bachelors,0.9818,-0.01832,2.7
male,nh_black,nh_aian,graduate,graduate,0.9329,-0.06944,1.0
male,nh_black,nh_nhpi,hs_or_less,hs_or_less,0.9521,-0.04907,26.1
male,nh_black,nh_nhpi,hs_or_less,some_college,1.0275,0.0271,16.6
male,nh_black,nh_nhpi,hs_or_less,bachelors,1.0992,0.09459,6.9
male,nh_black,nh_nhpi,hs_or_less,graduate,1.0372,0.03653,2.4
male,nh_black,nh_nhpi,some_college,hs_or_less,1.3215,0.27878,26.6
male,nh_black,nh_nhpi,some_college,some_college,0.8623,-0.1482,12.2
male,nh_black,nh_nhpi,some_college,bachelors,1.037,0.03634,6.1
male,nh_black,nh_nhpi,some_college,graduate,0.9801,-0.02009,1.0
male,nh_black,nh_nhpi,bachelors,hs_or_less,0.9014,-0.10382,0.1
male,nh_black,nh_nhpi,bachelors,some_college,0.9691,-0.03138,4.7
male,nh_black,nh_nhpi,bachelors,bachelors,0.9446,-0.057,3.3
male,nh_black,nh_nhpi,bachelors,graduate,0.9547,-0.0464,0.6
male,nh_black,nh_nhpi,graduate,hs_or_less,1.045,0.04401,2.6
male,nh_black,nh_nhpi,graduate,some_college,0.9501,-0.05114,0.1
male,nh_black,nh_nhpi,graduate,bachelors,1.0487,0.04757,3.7
male,nh_black,nh_nhpi,graduate,graduate,0.9438,-0.05788,0.1
male,nh_black,nh_twoplus,hs_or_less,hs_or_less,0.9613,-0.03948,463.2
male,nh_black,nh_twoplus,hs_or_less,some_college,1.2327,0.20917,529.9
male,nh_black,nh_twoplus,hs_or_less,bachelors,0.7369,-0.30535,122.3
male,nh_black,nh_twoplus,hs_or_less,graduate,1.2063,0.18756,95.3
male,nh_black,nh_twoplus,some_college,hs_or_less,0.9387,-0.06326,202.6
male,nh_black,nh_twoplus,some_college,some_college,0.992,-0.00801,541.6
male,nh_black,nh_twoplus,some_college,bachelors,1.043,0.04206,257.5
male,nh_black,nh_twoplus,some_college,graduate,1.2719,0.24053,136.4
male,nh_black,nh_twoplus,bachelors,hs_or_less,1.0432,0.04229,65.4
male,nh_black,nh_twoplus,bachelors,some_college,1.0699,0.06756,177.1
male,nh_black,nh_twoplus,bachelors,bachelors,0.8704,-0.13878,239.2
male,nh_black,nh_twoplus,bachelors,graduate,1.0825,0.07931,146.9
