cbsa,cross_group_pairing_rate,cross_group_pairing_moe,cross_group_pairing_n
42100,0.22591394581451893,0.015712391324614404,2474.410179415522
42140,0.24027800738964666,0.018282776946063964,1681.027321841087
42200,0.2151631316805641,0.011619712229884201,4039.366104569453
42220,0.24248518087640575,0.011440141713242221,5007.110253094958
42340,0.1581127020637559,0.010149887525147042,3502.4484277532574
42540,0.09549337591110174,0.008322557483621157,5681.239402777853
42660,0.2425038596390407,0.004700896323568827,45630.838620374234
42680,0.17030000183039554,0.019537574050006657,1276.9434660903069
42700,0.1539905872707928,0.02036736289196884,1408.4580898319841
43100,0.12280077822639694,0.024567997483292116,1054.591340568757
43300,0.17710243336921683,0.015445713021157867,2205.718302994457
43340,0.11932511451729966,0.009778100927419391,3079.378158542423
43420,0.23068065276453337,0.023554767052774726,1690.4241134922538
43580,0.10835860894764521,0.013120343960566544,1899.50599197911
43620,0.09026116043000953,0.011435603396775301,2518.560008619261
43640,0.17514891338642904,0.01779717252913676,2109.76910407384
43780,0.15388399883479809,0.012235398490970549,3787.9825866581978
43900,0.12283459306280667,0.012246241037132243,3527.5601229445156
44060,0.18390178209335578,0.009243154755571012,6634.889355504668
44100,0.11861801787019956,0.01586263313984415,2422.2790008385477
44140,0.1338316562849385,0.012232190853624396,3892.822757308037
44180,0.13185815683691124,0.007764945049627343,4755.758009249759
44220,0.0953649333091188,0.01283139843620832,1527.4933987230959
44300,0.09024491654622131,0.014130946433988366,1552.6053893538533
44420,0.104357338756895,0.015602456375730296,1741.6148201438855
44700,0.2141413227130099,0.011748407328650816,6587.693993961916
44940,0.13280530484435435,0.018458176480090887,828.239190862363
45060,0.1220861285878631,0.007447778729733108,9153.21836317274
45220,0.1622761350904601,0.012291222662398576,3896.0389448032597
45300,0.20049928480368454,0.004756849869607126,30029.343659586302
45460,0.0928627687629056,0.011923319591710923,2181.5841419232875
45500,0.12160382354385384,0.01284568533674894,2249.615659622785
45780,0.1459897551339975,0.008563155020019022,6646.411712368402
45820,0.17748410971946793,0.013759671169688764,2361.341748765885
45900,0.1155289709812659,0.01015960806794579,2576.3110261950474
45940,0.13899143672692674,0.012246022516823099,3181.1255324564595
46060,0.25814556793224036,0.008029291299603652,9847.440582432204
46140,0.2947780342955543,0.007214583170214256,12864.799867655023
46220,0.08894891384393443,0.01255990226192296,2048.506803073053
46300,0.14204102447319283,0.017919077412942363,1558.1525780328282
46340,0.13031531307504848,0.015235707967286762,1980.341639424964
46520,0.38403320089161835,0.00920147420563607,9373.688960392454
46540,0.1032125976103185,0.010640809693058115,3342.1335830438916
46660,0.13297390360307132,0.017792844468606298,1404.5937931697429
46700,0.27686663233779607,0.014909938058882185,4337.959847406774
47020,0.20816855712205484,0.022782317285924353,1106.1995975327427
47220,0.17898546854700653,0.02063403934949735,1252.2021455190222
47260,0.18849773410318424,0.00673040633727563,16793.621833924044
47300,0.16703425966769592,0.011289402101995753,3552.596244795388
47380,0.16840535200715834,0.01313596830440373,2742.4318414894624
47460,0.17034237948013278,0.023274169694585442,1141.130844186742
47580,0.1531150259408049,0.021298284036916585,1455.7653241222838
47900,0.19496080519614603,0.003470021322405793,64266.46608420273
47930,0.18319300498700739,0.01216225132532729,3670.1582684697482
47940,0.09753452019715034,0.01521136408009775,1804.323136789637
48060,0.15603160381200612,0.015585520045361602,1865.0089782912453
48140,0.07053656298141532,0.014008811730546803,1285.9609085734496
48260,0.08802053942166793,0.0112112820321649,2459.085546541966
48300,0.1503015434938158,0.01625013405475362,1297.952032222629
48540,0.08146983372447317,0.009308870432118503,2822.5928771561507
48620,0.19273310500805343,0.010831075923573845,5444.645619477293
48660,0.2156961039017899,0.021286715750108796,1897.4970640614426
48680,0.1235830736575893,0.021680808140969107,675.0253819895465
48700,0.08906121102128359,0.013126167807326455,1992.024520914901
48900,0.13318206670311647,0.011433359277380458,4414.236702162754
49020,0.13595424951799598,0.015454551853076056,1902.5268407312046
49180,0.1324534106709938,0.00896797532954109,6426.65083290645
49340,0.12747059728924662,0.006674355378207651,9281.824746801878
49420,0.15724896153151527,0.014507556392009376,2096.1397329903393
49620,0.11536660492413994,0.009212684520199266,4399.720148692863
49660,0.10090040098561869,0.009154856141740936,4114.248864249874
49700,0.21648404148750905,0.019309801922255964,1466.7073442962173
49740,0.17663896541557308,0.016594927711057642,1706.0189607434581
