sex_s,cohort,gap,raw_log_mult,smoothed_log_mult,gauged_log_mult
male,18-70,6,-0.23561940127387027,-0.23557684740313203,-0.23676735450195463
male,18-70,7,-0.45975563747415965,-0.45975056182910745,-0.4609410689279301
male,18-70,8,-0.7472397884596711,-0.7471830892991483,-0.748373596397971
male,18-70,9,-0.9424529757600413,-0.9424283759856613,-0.9436188830844839
male,18-70,10,-1.1064892826182815,-1.106528143694913,-1.1077186507937355
male,18-70,11,-1.471096694924409,-1.4710017452127908,-1.4721922523116133
male,18-70,12,-1.6585192996865676,-1.6585237046565184,-1.659714211755341
male,18-70,13,-1.9185994729219462,-1.9185663171328042,-1.9197568242316267
male,18-70,14,-2.153259251029257,-2.1532379199209597,-2.1544284270197824
male,18-70,15,-2.3901482896995727,-2.390110789903155,-2.3913012970019776
male,18-70,16,-2.5699296824385125,-2.5699231685852784,-2.571113675684101
male,18-70,17,-2.775618319077055,-2.7756005695202037,-2.7767910766190265
male,18-70,18,-2.9800042528067547,-2.979985872860781,-2.981176379959604
male,18-70,19,-3.180604987006869,-3.18059584230218,-3.1817863494010026
male,18-70,20,-3.41072618820977,-3.4107003091362325,-3.411890816235055
male,18-70,21,-3.625754062187025,-3.6257359276061143,-3.626926434704937
male,18-70,22,-3.846488261976926,-3.8463878031277425,-3.8475783102265653
male,18-70,23,-3.8007445690447565,-3.8009114772108044,-3.802101984309627
male,18-70,24,-4.428547586299488,-4.428135807864257,-4.42932631496308
male,18-70,25,-4.137226199108962,-4.137372469741109,-4.138562976839932
male,18-70,26,-4.338377943093651,-4.338381309104768,-4.33957181620359
male,18-70,27,-4.627955520609786,-4.627850929022463,-4.629041436121286
male,18-70,28,-4.6687931437145656,-4.66888499214668,-4.6700754992455025
male,18-70,29,-5.075767784877543,-5.075518514649698,-5.0767090217485205
male,18-70,30,-4.871054351527843,-4.871088923038977,-4.8722794301378
male,18-70,31,-4.7776837823692615,-4.777872798563272,-4.779063305662095
male,18-70,32,-5.47600573607111,-5.475469411418664,-5.476659918517487
male,18-70,33,-5.032227956618345,-5.032335607111195,-5.033526114210018
