sex_s,race_s,race_c,edu_s,edu_c,multiplier,log,sides_alloc
male,nh_white,nh_other,graduate,hs_or_less,1.1921,0.17574,12.5
male,nh_white,nh_other,graduate,some_college,1.0229,0.02264,13.8
male,nh_white,nh_other,graduate,bachelors,1.1786,0.16433,38.0
male,nh_white,nh_other,graduate,graduate,1.0622,0.06035,41.9
male,nh_black,hispanic,hs_or_less,hs_or_less,0.6021,-0.50733,1146.2
male,nh_black,hispanic,hs_or_less,some_college,1.0095,0.00944,826.7
male,nh_black,hispanic,hs_or_less,bachelors,0.9042,-0.10076,229.8
male,nh_black,hispanic,hs_or_less,graduate,1.2583,0.2298,112.9
male,nh_black,hispanic,some_college,hs_or_less,0.7495,-0.28833,641.7
male,nh_black,hispanic,some_college,some_college,1.0484,0.04726,1121.7
male,nh_black,hispanic,some_college,bachelors,1.1425,0.13319,407.4
male,nh_black,hispanic,some_college,graduate,1.221,0.19963,146.1
male,nh_black,hispanic,bachelors,hs_or_less,0.809,-0.21197,193.6
male,nh_black,hispanic,bachelors,some_college,0.9548,-0.0463,306.9
male,nh_black,hispanic,bachelors,bachelors,1.0208,0.02057,414.8
male,nh_black,hispanic,bachelors,graduate,1.4486,0.3706,231.1
male,nh_black,hispanic,graduate,hs_or_less,1.0395,0.03878,81.5
male,nh_black,hispanic,graduate,some_college,1.0446,0.04366,104.6
male,nh_black,hispanic,graduate,bachelors,0.8821,-0.1255,125.6
male,nh_black,hispanic,graduate,graduate,1.2004,0.18267,181.7
male,nh_black,nh_white,hs_or_less,hs_or_less,1.1826,0.16767,2293.8
male,nh_black,nh_white,hs_or_less,some_college,1.0907,0.08677,1648.6
male,nh_black,nh_white,hs_or_less,bachelors,0.8068,-0.21468,618.6
male,nh_black,nh_white,hs_or_less,graduate,1.0033,0.00331,333.3
male,nh_black,nh_white,some_college,hs_or_less,1.2321,0.20874,1051.1
male,nh_black,nh_white,some_college,some_college,0.948,-0.05338,1783.3
male,nh_black,nh_white,some_college,bachelors,0.9068,-0.09788,934.9
male,nh_black,nh_white,some_college,graduate,1.0922,0.08819,485.4
male,nh_black,nh_white,bachelors,hs_or_less,1.1131,0.10715,264.5
male,nh_black,nh_white,bachelors,some_college,1.0399,0.03912,572.6
male,nh_black,nh_white,bachelors,bachelors,0.9139,-0.09008,1061.3
male,nh_black,nh_white,bachelors,graduate,1.042,0.04113,597.9
male,nh_black,nh_white,graduate,hs_or_less,1.1078,0.10237,84.7
male,nh_black,nh_white,graduate,some_college,1.0118,0.01178,178.6
male,nh_black,nh_white,graduate,bachelors,0.7366,-0.30577,305.9
male,nh_black,nh_white,graduate,graduate,0.8988,-0.1067,500.7
male,nh_black,nh_black,hs_or_less,hs_or_less,1.0645,0.06248,11792.5
male,nh_black,nh_black,hs_or_less,some_college,1.1037,0.09865,8069.3
male,nh_black,nh_black,hs_or_less,bachelors,1.3008,0.26296,2737.7
male,nh_black,nh_black,hs_or_less,graduate,1.3498,0.29993,1451.7
male,nh_black,nh_black,some_college,hs_or_less,0.7639,-0.26936,3775.8
