cbsa,sex,est,published,gap,pub_moe,moe,n_alloc,pass_pub_moe,pass_combined_moe
31420,Male,0.5943700438528,0.6004535752401281,-0.006083531387328089,0.045912528256756395,0.05215413298822514,195.26120973680517,True,True
15260,Female,0.3148283337157672,0.4173472261334835,-0.10251889241771633,0.07302137407896446,0.06468258333610272,34.23043067107956,False,False
19140,Female,0.301946880266118,0.26214861625626495,0.039798264009853035,0.060051455486954834,0.05543842583789719,52.2936571942879,True,True
16980,Female,0.46937103736224395,0.463702582027556,0.005668455334687961,0.007659922570025824,0.010039291658609385,5496.840256678218,True,True
43780,Female,0.3985167362349924,0.40040106951871657,-0.001884333283724171,0.040527534276782066,0.04663616594764937,158.07374847285632,True,True
18020,Female,0.35038585724389626,0.2837434750186428,0.06664238222525348,0.09162172732981301,0.06857071053749701,32.36148775997596,True,True
41540,Female,0.4821511172246124,0.4955199565571545,-0.01336883933254207,0.05868580107706447,0.07037633141107548,69.564617885556,True,True
33220,Female,0.39484874847642715,0.2641509433962264,0.13069780508020074,0.052811583757978155,0.0636690214857697,38.696270836958384,False,False
22420,Male,0.6037483341255434,0.556990099009901,0.046758235115642366,0.04221772957455563,0.04355710080371954,278.8525179274009,False,True
27100,Female,0.42625278961249746,0.4283705043198714,-0.00211771470737393,0.05556733304097287,0.07953289331447873,83.0,True,True
14260,Male,0.41121389552884796,0.4099634210067932,0.0012504745220547342,0.02575783775769981,0.03283377487067515,432.43970624057454,True,True
31540,Male,0.5235296155549919,0.5012880979747136,0.02224151758027826,0.02470210656063106,0.03673786281226438,459.73323545871386,True,True
24580,Male,0.45069041511877844,0.45756222080408426,-0.006871805685305821,0.037883808201046094,0.05745942201115004,179.9552848821891,True,True
38900,Female,0.4222009553897906,0.42247443578087523,-0.00027348039108465727,0.014137104456902303,0.015283157688035962,1736.1668625806665,True,True
41420,Male,0.492893266680731,0.4644244856360278,0.02846878104470324,0.03526566056694258,0.03903123718864703,310.4847552880638,True,True
18700,Male,0.4447414980109146,0.5054025792959219,-0.0606610812850073,0.07044220893838836,0.08340528178468433,71.47868729252522,True,True
39380,Male,0.5482998552831736,0.5083721733126186,0.03992768197055496,0.061590867098954866,0.05809947599065149,157.81359745576347,True,True
44100,Female,0.4856249904647913,0.4675208581644815,0.018104132300309772,0.05064476600818263,0.05263935867898299,134.4202883780633,True,True
14740,Male,0.4440835266821346,0.43155452436194897,0.012529002320185612,0.03883049878563294,0.047360421738169636,247.0,True,True
48300,Female,0.3089519650655022,0.28190069407367857,0.02705127099182364,0.0609359043127276,0.07634270544102198,60.0,True,True
34580,Female,0.33569508917664304,0.3783062363504004,-0.04261114717375736,0.05703644912842728,0.052349634071119845,106.0,True,True
48680,Female,0.35743519781718963,0.2845036319612591,0.07293156585593052,0.11310953422586051,0.13679801945781195,23.0,True,True
30620,Female,0.32689103632122624,0.3093316112366807,0.017559425084545555,0.06904039481936544,0.07407111279569535,40.0,True,True
29420,Female,0.3645075421472937,0.3924187725631769,-0.027911230415883226,0.06248582053339612,0.0671435284589847,86.0,True,True
11700,Female,0.4381615163326215,0.43799699118848057,0.00016452514414094788,0.04515995282055125,0.046796646623301935,195.84920390246793,True,True
