cbsa,sex,band,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
24140,Female,65-69,4053.0,3746,307.0,385.37384446794,325.11168404488325,True,True
17900,Male,18-24,48078.78188235433,48306,-227.21811764567246,1490.9614347795855,1027.536699054411,True,True
22500,Male,45-49,5577.642825132024,5521,56.64282513202397,115.0,199.75482365016208,True,True
17900,Male,30-34,27887.29110157596,27723,164.29110157596006,178.0,545.017044127713,True,True
16700,Female,65-69,24787.0,25241,-454.0,1253.6131779779598,946.2553476592616,True,True
22500,Female,55-59,6651.180330371065,7199,-547.8196696289351,502.0,515.0765794768863,False,True
16700,Female,50-54,25555.0,25683,-128.0,63.0,352.98093233735733,False,True
22500,Male,35-39,5733.2574041141415,5463,270.25740411414154,559.0,483.7443605914606,True,True
22500,Male,40-44,5425.792753015621,5707,-281.2072469843788,571.0,460.1358522818671,True,True
44940,Male,18-24,5348.062528809224,5331,17.062528809224204,502.7394951662342,239.7907703920325,True,True
40340,Female,18-24,9252.191439840943,8893,359.1914398409426,546.3542806641127,360.673882874417,True,True
41060,Male,40-44,7288.383071224802,6870,418.3830712248018,484.0,799.6169823847564,True,True
43620,Female,50-54,7961.983622040381,8034,-72.0163779596187,160.0,347.1066239948974,True,True
41060,Male,45-49,5184.257639629501,5176,8.257639629500773,160.0,330.3718846058758,True,True
31860,Female,30-34,2867.0,2775,92.0,132.0,212.68106966476824,True,True
40340,Female,30-34,7213.034629744042,7721,-507.9653702559581,59.0,381.3449411895427,False,False
43620,Female,65-69,7754.292943444819,7709,45.292943444818775,551.1533361960172,605.8364476827757,True,True
31860,Female,18-24,9934.0,10098,-164.0,726.2024511112586,558.5825133227856,True,True
41060,Male,35-39,6527.486489461614,6344,183.48648946161393,462.0,683.3322507257307,True,True
25740,Male,65-69,2926.2922976056884,3392,-465.7077023943116,329.61189298931555,204.42924087123654,False,False
25740,Female,50-54,2546.634945758026,2842,-295.3650542419741,97.0,87.03786558956516,False,False
25740,Female,65-69,3472.514070131872,3607,-134.4859298681281,377.37117006999887,174.4649554256295,True,True
25740,Male,50-54,2593.857891451018,2835,-241.14210854898192,77.0,93.59964769470965,False,False
14580,Male,40-44,3929.0,4643,-714.0,405.0,592.3575106502407,False,True
13740,Female,25-29,5656.08728295678,6119,-462.91271704322025,124.0,354.8447727999693,False,False
14580,Female,60-64,3392.0,3329,63.0,372.6043478007201,456.6912270615673,True,True
14580,Male,45-49,4130.0,3914,216.0,185.0,320.12033901136306,False,True
14580,Male,35-39,5148.0,4537,611.0,405.0,666.7083734118689,False,True
18700,Male,30-34,2854.2830676793565,2869,-14.716932320643537,68.0,176.23219840859724,True,True
18700,Male,18-24,9954.588522043869,10983,-1028.4114779561314,648.822780117961,426.97750184478053,False,False
41420,Male,50-54,13107.362989342419,12934,173.3629893424186,201.0,414.3739855130216,True,True
41420,Male,65-69,11654.849991124023,10930,724.8499911240233,710.8621526006291,737.668275981157,False,True
10540,Male,65-69,3939.529575686361,3885,54.52957568636111,423.8136382892839,387.12234923289526,True,True
41420,Female,30-34,14693.781067625063,14905,-211.21893237493714,150.0,386.1610967781668,False,True
10540,Male,50-54,3869.039663144326,3897,-27.960336855674086,68.0,122.94965742933095,True,True
39300,Female,35-39,54299.0,55061,-762.0,1551.0,1742.918100518137,True,True
38340,Female,55-59,4842.0,4635,207.0,361.0,468.6591719882905,True,True
11260,Female,65-69,9935.912520689062,10237,-301.08747931093785,631.438041299382,684.5185661894509,True,True
11260,Female,50-54,10929.408267955365,10944,-14.591732044635137,115.0,347.83154465652063,True,True
21820,Male,25-29,4429.447674675683,5039,-609.5523253243173,130.0,331.47287270657733,False,False
44940,Male,30-34,3454.8963253548923,3575,-120.10367464510773,153.0,196.51377602533148,True,True
25940,Female,25-29,5793.380219327334,6092,-298.6197806726659,168.0,307.1698720621973,False,True
24500,Female,35-39,2781.8324077891125,2505,276.8324077891125,260.0,302.73965618818846,False,True
24500,Male,45-49,2488.875190549492,2120,368.8751905494919,74.0,163.8581146299136,False,False
24500,Female,40-44,2523.729203268552,2495,28.729203268551828,245.0,324.18661299978714,True,True
24500,Male,40-44,2987.8283953736895,2834,153.82839537368955,313.0,300.0381575071558,True,True
24500,Male,35-39,2750.2370169702162,2728,22.237016970216246,287.0,330.75665822381467,True,True
24500,Female,45-49,2322.939409421702,2069,253.93940942170184,65.0,83.6151156332009,False,False
41420,Female,18-24,20420.72274129965,21110,-689.2772587003492,761.7788392965507,526.780745949375,True,True
39660,Male,60-64,6514.242423578252,6028,486.2424235782519,610.4703104983894,563.5914764245292,True,True
39660,Female,25-29,4297.741725697604,4606,-308.2582743023959,193.0,226.48814120071594,False,False
42660,Female,55-59,115636.0,116022,-386.0,1788.0,2155.2783157341305,True,True
31020,Female,35-39,2943.224509177865,2682,261.224509177865,287.0,368.84718562703495,True,True
36500,Female,30-34,10910.0,11002,-92.0,68.0,197.7109342828565,False,True
44060,Male,55-59,15968.006545010054,16317,-348.99345498994626,735.0,888.1370131941553,True,True
28420,Male,65-69,8118.732645924346,7966,152.7326459243459,644.6859700660469,553.2028076288301,True,True
14740,Male,65-69,8322.0,8488,-166.0,516.2053854813993,550.3842809312872,True,True
36500,Female,18-24,11191.0,11136,55.0,577.7395607018789,267.38993032414294,True,True
34580,Female,65-69,5036.0,5028,8.0,340.177894637497,301.786671526842,True,True
13380,Female,60-64,6943.0,7103,-160.0,698.7052311239697,618.3345815828595,True,True
47460,Male,40-44,2293.2942754187484,1948,345.2942754187484,235.0,235.04685955092958,False,False
31020,Female,40-44,3780.7404025762326,4250,-469.25959742376745,308.0,336.44575140035766,False,False
14740,Male,50-54,7863.0,7925,-62.0,53.0,186.8071154961716,False,True
31020,Female,45-49,3142.7653960830303,3314,-171.23460391696972,117.0,99.62481550040644,False,False
14740,Female,65-69,9438.0,9429,9.0,660.5119226781603,565.7737105846736,True,True
48300,Male,25-29,4009.0,4022,-13.0,86.0,230.99806703736724,True,True
34580,Female,50-54,3720.0,3707,13.0,22.0,77.78519524144681,True,True
34580,Male,25-29,4213.0,4089,124.0,66.0,129.53369683213708,False,True
47460,Male,45-49,2024.248292807433,1700,324.248292807433,92.0,213.94754428487568,False,False
28420,Male,50-54,8627.563144873091,8572,55.563144873091005,163.0,334.49314636670505,True,True
14740,Female,50-54,7891.0,7829,62.0,59.0,182.95698578491067,False,True
47460,Male,35-39,2356.3121530493563,2179,177.3121530493563,263.0,284.2561188107422,True,True
16620,Male,50-54,6453.412266152289,6473,-19.587733847711206,80.0,156.19238194763673,True,True
16620,Male,65-69,6888.258008278743,6913,-24.741991721257364,543.323108288245,480.5189031359514,True,True
34060,Female,55-59,3987.6923200208016,3774,213.69232002080162,418.0,374.53934071877563,True,True
13220,Male,50-54,3684.0,3673,11.0,127.0,203.0055970564605,True,True
16620,Female,40-44,6869.391769879257,6841,28.39176987925657,432.0,575.0291009800338,True,True
16620,Female,35-39,5623.297126868299,5523,100.29712686829862,429.0,530.0880721355827,True,True
13220,Male,65-69,3763.0,3846,-83.0,372.6781453211336,427.9321350810196,True,True
34060,Male,60-64,3826.6205445414867,3576,250.62054454148665,448.4016057063132,363.8470767508422,True,True
13220,Female,60-64,3995.0,3781,214.0,491.71739851260094,442.14191144642695,True,True
33500,Male,65-69,2507.4513601616895,1972,535.4513601616895,297.7935526501539,214.4489413798121,False,False
33500,Male,50-54,2197.593303977657,1909,288.5933039776569,99.0,157.27362677099373,False,False
16620,Female,45-49,6323.1135954175015,6334,-10.886404582498471,54.0,210.23408995634793,True,True
38860,Male,55-59,18245.0,18678,-433.0,829.0,1069.0954853742019,True,True
41860,Female,30-34,184496.0,184463,33.0,201.0,837.0849644577604,True,True
41860,Female,18-24,174627.0,174277,350.0,2424.350634706127,1471.3623394680865,True,True
37100,Female,35-39,27125.0,26258,867.0,890.0,1038.972480521621,True,True
42020,Female,40-44,7627.0,7581,46.0,539.0,675.3744782924138,True,True
23420,Female,45-49,32677.0,32958,-281.0,198.0,367.3090143734564,False,True
12540,Female,25-29,32121.0,32395,-274.0,56.0,277.9628984392521,False,True
42020,Female,45-49,6770.0,6916,-146.0,124.0,132.74650579205468,False,True
37100,Male,25-29,27710.0,27845,-135.0,47.0,560.4621462886678,False,True
34900,Male,65-69,3852.0,3854,-2.0,455.5107023989667,500.0962332891541,True,True
25260,Male,40-44,6050.0,6307,-257.0,531.0,636.508087275802,True,True
17020,Female,25-29,6574.0,6537,37.0,91.0,112.84388261000238,True,True
44700,Female,30-34,27982.0,28143,-161.0,139.0,313.3172300341142,False,True
44700,Male,30-34,28381.0,28555,-174.0,116.0,566.4866272439712,False,True
23420,Female,35-39,41090.0,40169,921.0,1289.0,1379.3663412664346,True,True
17020,Male,65-69,5865.0,5751,114.0,482.420977984996,474.90526069680465,True,True
44700,Female,18-24,36494.0,36186,308.0,1116.1352964582743,340.28824031804277,True,True
42200,Female,25-29,14333.0,14693,-360.0,113.0,315.8164379232025,False,False
23420,Female,40-44,37563.0,37957,-394.0,1288.0,1471.7210178418666,True,True
37100,Female,45-49,25808.0,25711,97.0,49.0,273.28891526185254,False,True
20940,Male,40-44,6078.0,5981,97.0,561.0,662.3152841641963,True,True
37100,Female,40-44,26142.0,26871,-729.0,881.0,1093.7444061456954,True,True
44700,Male,18-24,38638.0,38551,87.0,1227.6579328135342,521.523505787371,True,True
42220,Female,25-29,13622.0,13837,-215.0,27.0,234.85018086803765,False,True
20940,Male,35-39,6508.0,6527,-19.0,590.0,685.6181605164787,True,True
25540,Male,60-64,38117.13265649878,38723,-605.867343501217,1371.5400103533254,1375.9604294108044,True,True
45300,Female,35-39,113007.0,112939,68.0,2239.0,2556.2483838322523,True,True
33100,Female,40-44,205753.06855277022,205706,47.06855277021532,3015.0,3842.474468653744,True,True
33100,Female,35-39,208369.68212174837,208693,-323.3178782516334,2994.0,3780.2147731898276,True,True
34940,Female,55-59,13217.0,13377,-160.0,740.0,862.25182164493,True,True
45300,Female,45-49,102010.0,102077,-67.0,104.0,569.0109452616005,True,True
45300,Female,40-44,104787.0,104790,-3.0,2249.0,2519.890284788705,True,True
33100,Female,45-49,206129.67736779884,206116,13.677367798838532,97.0,854.001809234818,True,True
39460,Male,35-39,4395.0,4569,-174.0,459.0,596.5751883469928,True,True
37460,Female,30-34,6994.375723345457,7057,-62.62427665454288,88.0,131.21805399471071,True,True
19660,Female,30-34,20303.0,20344,-41.0,183.0,332.61741357188447,True,True
37460,Female,18-24,7639.115636997999,7604,35.11563699799899,592.0937425779806,141.42493694511913,True,True
38940,Female,60-64,21297.0,20764,533.0,1253.495911441278,1244.2702686499626,True,True
45220,Female,45-49,10410.911101437423,10729,-318.088898562577,132.0,186.60240224755972,False,False
45220,Female,35-39,10809.974700613526,11076,-266.0252993864742,829.0,750.2742357439053,True,True
48680,Male,65-69,7906.0,7546,360.0,824.0806999317482,744.6987856392007,True,True
39460,Male,45-49,4052.0,4278,-226.0,213.0,280.2302282075401,False,True
19660,Female,18-24,25586.0,25807,-221.0,1070.7464685909545,625.3080795126111,True,True
38060,Male,60-64,143388.3110002799,143121,267.3110002799076,2577.410522210228,2567.543642585454,True,True
38060,Female,65-69,136434.05422529837,136431,3.05422529837233,2656.9610460072613,2417.276207397011,True,True
38060,Female,50-54,153684.5117178554,153634,50.51171785540646,14.0,870.0535525066367,False,True
39150,Male,60-64,10342.0,10031,311.0,758.482695913361,680.3600481904783,True,True
22380,Female,35-39,3969.0,3812,157.0,313.0,517.8070943930278,True,True
29420,Female,60-64,10897.0,10531,366.0,830.8549813294736,606.2109576088179,True,True
22380,Female,40-44,4166.0,4369,-203.0,314.0,523.8226066069506,True,True
46520,Female,25-29,32440.0,32337,103.0,0.0,574.9290296832297,False,True
27980,Female,25-29,4362.171140174726,4420,-57.82885982527387,58.0,55.5476961283063,True,True
16980,Male,65-69,237759.15423790994,236835,924.154237909941,3384.340703889016,3110.0919543648038,True,True
16980,Male,50-54,299070.8213266971,299057,13.821326697128825,184.0,1117.970595564502,True,True
44100,Female,65-69,6858.433049730485,6673,185.43304973048544,432.528611770366,451.2402450741237,True,True
37900,Male,50-54,10774.793106132358,10896,-121.20689386764207,93.0,219.57647931200455,False,True
14010,Male,45-49,4736.0,4734,2.0,27.0,44.34030292803603,True,True
44100,Female,50-54,6432.465536767208,6598,-165.5344632327924,22.0,96.03258817759406,False,False
41180,Male,25-29,89697.23916744943,90011,-313.76083255057165,240.0,750.1092795587505,False,True
19340,Male,60-64,13144.157754765158,12813,331.15775476515773,653.8845463841457,790.2602481826492,True,True
14010,Male,40-44,5270.0,5262,8.0,409.0,521.1591322990993,True,True
37900,Male,65-69,10389.476630980535,10456,-66.52336901946546,580.4446571379566,573.8459199365863,True,True
16580,Female,50-54,5668.119991679934,5925,-256.8800083200658,66.0,132.6785422091409,False,False
28100,Female,55-59,3193.2195125578405,3065,128.21951255784052,300.0,383.01065400436545,True,True
16580,Female,65-69,6420.450394365042,6376,44.450394365041575,517.880295048962,502.37803821096213,True,True
33740,Female,25-29,7020.144032576318,6733,287.14403257631784,251.0,246.6269548814574,False,True
12940,Female,55-59,24811.610300164473,25372,-560.3896998355267,979.0,1132.401338198442,True,True
10780,Male,65-69,3852.939839535589,3900,-47.06016046441118,376.4359175211632,274.3121892837263,True,True
10780,Male,50-54,4140.847327810538,4242,-101.15267218946155,79.0,87.86722064912864,False,True
26380,Female,25-29,5888.1464415286555,6125,-236.8535584713445,171.0,175.15455953158252,False,True
29340,Male,60-64,7307.2826736226225,7670,-362.7173263773775,754.0245354098233,624.0692510105147,True,True
26980,Female,18-24,17675.656673690813,17691,-15.343326309186523,946.3841714652671,609.9838643171275,True,True
16300,Male,45-49,8401.616395262447,8318,83.61639526244653,115.0,276.61564878981716,True,True
16300,Male,35-39,9645.354933662837,9078,567.3549336628366,577.0,738.8334528756055,True,True
20220,Male,60-64,3493.2617499274447,3378,115.26174992744473,299.2407057871639,290.9511197706676,True,True
11180,Male,60-64,3473.0,3232,241.0,384.43334922974617,369.68991594476853,True,True
26980,Female,30-34,5471.364245612622,5631,-159.63575438737826,32.0,336.1521063038709,False,True
26980,Male,60-64,4880.59313748221,4734,146.5931374822103,484.0103304682659,578.6008213005581,True,True
16300,Male,40-44,9334.107843030837,9519,-184.8921569691629,568.0,629.4837772243492,True,True
17980,Male,18-24,17366.92305704664,16734,632.9230570466389,847.5039822915288,619.7605301901045,True,True
19300,Female,35-39,7412.0,7379,33.0,848.0,775.213471385463,True,True
46220,Male,45-49,7307.2651318568205,7171,136.26513185682052,170.0,256.77453537357496,True,True
22520,Male,45-49,4350.9099368318,4301,49.90993683180022,224.0,248.81804382836054,True,True
26620,Female,35-39,16835.330585565447,16527,308.3305855654471,955.0,1205.6944299916915,True,True
22520,Female,18-24,8384.745094879963,8473,-88.25490512003671,760.3939768304323,320.45743337116176,True,True
26620,Female,40-44,17896.970628113555,17685,211.970628113555,987.0,1159.416427896951,True,True
17980,Male,30-34,11981.959511833446,12108,-126.0404881665545,259.0,429.1382253426278,True,True
26620,Female,45-49,15568.800904798876,15645,-76.19909520112378,112.0,374.8562812163293,True,True
46220,Male,40-44,8223.079284522679,7849,374.0792845226788,611.0,755.966828361338,True,True
13820,Female,25-29,38836.8812608206,39151,-314.118739179401,320.0,481.2179803351339,True,True
46220,Male,35-39,7978.729036811189,8451,-472.27096318881104,623.0,779.0774535192949,True,True
19460,Male,55-59,5295.0,5279,16.0,390.0,465.2809147601049,True,True
33660,Female,25-29,14232.0,14369,-137.0,0.0,294.34860717565834,False,True
12220,Male,50-54,5655.027082787733,5582,73.02708278773298,144.0,260.73600327935884,True,True
22520,Male,35-39,4967.821747931581,4808,159.82174793158083,562.0,566.7016818684988,True,True
22520,Male,40-44,4156.809834872465,4168,-11.190165127534783,559.0,460.28157541437,True,True
12220,Male,65-69,4208.188573466043,4076,132.18857346604273,391.7958652155482,380.2965494183698,True,True
23460,Male,25-29,3152.149461250996,3134,18.149461250995955,57.0,91.95957481038936,True,True
12220,Female,25-29,7101.320417487452,6807,294.3204174874518,33.0,215.98910685930872,False,False
12420,Female,45-49,78957.36083177396,79196,-238.6391682260437,237.0,622.5313379369564,False,True
13140,Male,50-54,12407.0,12086,321.0,220.0,417.06038323455033,False,True
26420,Female,35-39,274754.4836292693,273174,1580.4836292692926,4223.0,4696.043413136273,True,True
19100,Female,65-69,179051.0490618125,178502,549.0490618124895,3160.6583175028586,2447.0158611620254,True,True
19100,Female,50-54,254157.19329287438,254880,-722.8067071256228,291.0,761.1372341893947,False,True
11100,Female,55-59,7481.909294489649,7776,-294.09070551035074,500.0,492.2895122060783,True,True
26420,Female,40-44,267617.4406820185,268275,-657.559317981475,4237.0,4849.85135402955,True,True
26420,Female,45-49,242759.60670289188,243156,-396.3932971081231,429.0,932.6930106869515,True,True
41700,Female,50-54,79484.56448774904,80296,-811.4355122509587,236.0,622.078006811678,False,False
28660,Female,40-44,17142.75739915894,17186,-43.24260084105845,945.0,826.1684986207109,True,True
46340,Female,25-29,7945.0,8177,-232.0,79.0,295.48316792797186,False,True
12420,Female,40-44,93895.1414392268,92865,1030.1414392268052,2155.0,2429.1628589177067,True,True
12420,Female,35-39,97432.89261731927,98757,-1324.107382680726,2188.0,2452.9859554927652,True,True
41700,Female,65-69,65504.98164570221,65690,-185.0183542977902,2107.6785808087534,1630.5202898467267,True,True
15180,Female,45-49,13085.0,13070,15.0,109.0,154.06063928288108,True,True
28660,Female,35-39,17133.213724342742,17737,-603.7862756572576,959.0,866.4580401625391,True,True
15180,Male,65-69,8260.0,8277,-17.0,687.5012727260946,663.5936932321615,True,True
30980,Female,30-34,9261.063510438613,9432,-170.93648956138713,163.0,206.69760356561798,False,True
15180,Female,35-39,11805.0,12128,-323.0,695.0,808.5812558789314,True,True
30980,Male,25-29,9428.617705726632,9298,130.61770572663227,239.0,326.6140752240851,True,True
46340,Male,45-49,6433.0,6468,-35.0,72.0,129.9784235219446,True,True
13140,Male,65-69,10488.0,10348,140.0,741.8955452083534,657.7577291488105,True,True
30980,Female,18-24,12646.41547117861,12477,169.41547117861046,880.3209641943102,413.6734208805727,True,True
43300,Male,60-64,4785.679047150646,4763,22.6790471506456,541.6022525802491,416.87975144472153,True,True
41660,Male,25-29,4449.913378957471,4453,-3.0866210425292593,148.0,245.08460173686112,True,True
47380,Male,25-29,10257.95817009266,9984,273.9581700926592,188.0,206.7276943309595,False,True
21340,Male,50-54,23247.163818355104,23429,-181.836181644896,109.0,432.01908147951383,False,True
21340,Male,65-69,18063.549695874513,18086,-22.450304125486582,949.2955282734666,842.2997295671408,True,True
31180,Male,65-69,7078.600924345858,7439,-360.3990756541416,528.4013626023309,391.39514408424225,True,True
46340,Male,40-44,8338.0,8316,22.0,556.0,641.4237654653513,True,True
15180,Male,50-54,11284.0,11229,55.0,98.0,144.3219166654878,True,True
46340,Male,35-39,6443.0,6473,-30.0,565.0,649.7755205694117,True,True
41620,Female,55-59,31010.71212817506,31158,-147.28787182494125,831.0,1043.724626512259,True,True
41100,Female,55-59,5339.0,5272,67.0,542.0,613.0068828110742,True,True
46140,Female,18-24,44733.94089319532,44664,69.94089319532213,806.5742371288585,593.346489636154,True,True
36420,Male,30-34,52238.87389977666,52078,160.87389977666317,172.0,967.7298798898478,True,True
36420,Male,18-24,78460.87512307739,76047,2413.8751230773923,1660.0207830024297,987.6921078375731,False,False
46140,Female,30-34,35977.06919354109,36167,-189.93080645891314,139.0,260.04939208162745,False,True
22900,Male,45-49,6562.571920092129,6567,-4.428079907870597,164.0,187.749922349377,True,True
22900,Male,35-39,7423.2920746627615,6992,431.2920746627615,484.0,634.4785277399558,True,True
22900,Female,60-64,8029.126133708616,7559,470.1261337086162,554.6764822849442,536.3574412525662,True,True
22900,Male,40-44,6491.281604852953,6884,-392.718395147047,496.0,615.1903643791802,True,True
11020,Male,45-49,3593.504483153876,3514,79.50448315387621,92.0,130.1064683821443,True,True
30140,Female,55-59,4235.0,4050,185.0,338.0,515.1871078550006,True,True
38300,Female,30-34,81186.74280726336,81123,63.74280726336292,218.0,780.9478806942872,True,True
37980,Male,60-64,195432.43196013535,198916,-3483.568039864651,2953.927893500449,3119.8273182128014,False,True
38300,Female,18-24,99500.03698716729,98583,917.0369871672883,1754.1556373366645,1093.6410013630957,True,True
39740,Male,55-59,15042.0,15164,-122.0,687.0,778.9057629336492,True,True
44300,Male,35-39,5453.0,5430,23.0,369.0,457.3781914086525,True,True
29540,Female,65-69,16695.0,16658,37.0,764.9222182679753,871.5632417565865,True,True
25420,Male,40-44,20420.0,19969,451.0,839.0,1089.3590064006678,True,True
44300,Male,45-49,4096.0,4088,8.0,148.0,232.0094493792225,True,True
23900,Female,45-49,3069.5211294215505,2887,182.52112942155054,51.0,203.47983488716005,False,True
27780,Male,60-64,5098.0,5095,3.0,382.50751626602056,400.5019309504013,True,True
25420,Male,35-39,19779.0,19714,65.0,828.0,1077.4400902741645,True,True
23900,Female,35-39,3338.189555413598,3335,3.1895554135981,293.0,381.2775821119698,True,True
29540,Female,50-54,15804.0,15925,-121.0,55.0,282.487741747319,False,True
23900,Female,40-44,2786.3439356323356,2376,410.3439356323356,301.0,328.7230224806715,False,True
25420,Male,45-49,17336.0,17733,-397.0,47.0,385.4070356065131,False,False
48700,Male,30-34,3608.7833920477,3755,-146.2166079522999,144.0,151.28375528686212,False,True
30140,Male,25-29,4015.0,4025,-10.0,116.0,137.86876407022007,True,True
11020,Male,40-44,3638.7627469398585,3731,-92.23725306014148,304.0,340.0502026133182,True,True
48700,Male,18-24,5639.479571306783,5404,235.47957130678333,343.60151338432723,253.69341182224346,True,True
44300,Male,40-44,4694.0,4558,136.0,430.0,477.25600595094664,True,True
48700,Female,60-64,4076.178874014091,4080,-3.8211259859090205,359.4495792180038,304.7220898291661,True,True
12060,Female,30-34,233930.9566341678,233963,-32.04336583221448,403.0,831.5217815993142,True,True
12060,Female,18-24,283579.88503873063,283034,545.8850387306302,3535.7614455729336,1731.687542098964,True,True
10500,Male,60-64,4424.246769817759,4550,-125.75323018224117,430.60190431534323,382.7389513926243,True,True
15260,Female,25-29,3602.987313735678,3455,147.98731373567807,203.0,126.85883627287112,True,True
31420,Female,60-64,8007.222813108971,8283,-275.7771868910286,616.7114398160618,524.9905646601217,True,True
40660,Male,40-44,3199.048651507644,2922,277.0486515076441,417.0,380.3236849449294,True,True
40660,Male,35-39,3236.9201477221977,3146,90.92014772219773,412.0,368.62283056082447,True,True
31420,Male,25-29,7170.273832086023,7339,-168.7261679139774,300.0,239.99877963695562,True,True
14460,Female,18-24,246829.23024484699,247282,-452.76975515301456,2793.4999552532663,1486.1966115700056,True,True
38340,Male,45-49,3549.0,3569,-20.0,150.0,262.66508847056554,True,True
14460,Male,18-24,239681.85996987327,238794,887.8599698732723,2965.0608762721886,1528.4559957115835,True,True
44140,Male,55-59,13898.0,14481,-583.0,718.0,824.789696193066,True,True
14460,Female,30-34,182606.65015382506,183108,-501.34984617494047,211.0,874.8068508443879,False,True
14460,Male,30-34,185391.41646590864,185587,-195.5835340913618,315.0,1057.5992792332381,True,True
39300,Male,30-34,59896.0,59825,71.0,339.0,658.8788711838467,True,True
11200,Female,50-54,4321.65566363222,4555,-233.34433636777976,95.0,186.85408913183167,False,False
11200,Female,65-69,5593.9942266030985,5773,-179.00577339690153,459.16881427204964,390.92751657062263,True,True
39300,Male,18-24,80182.0,80294,-112.0,1697.0601050051232,886.5101732368896,True,True
41500,Male,25-29,15060.114106527317,15178,-117.88589347268316,118.0,391.973087331314,True,True
46700,Female,25-29,14234.0,14263,-29.0,78.0,239.41052177170494,True,True
42100,Male,55-59,8481.0,8665,-184.0,546.0,655.684495239517,True,True
25260,Male,35-39,7491.0,7614,-123.0,618.0,729.3468836345982,True,True
34900,Male,50-54,4383.0,4346,37.0,110.0,121.64216087566021,True,True
42020,Female,35-39,7999.0,8118,-119.0,554.0,674.416998887743,True,True
17020,Male,50-54,5428.0,5380,48.0,77.0,120.65208736797719,True,True
25260,Male,45-49,5380.0,5153,227.0,245.0,448.48414291087266,True,True
20940,Male,45-49,4708.0,4892,-184.0,143.0,215.90648499987213,False,True
35980,Female,25-29,8443.0,8523,-80.0,0.0,132.18729111094606,False,True
42700,Female,60-64,3775.697931282698,4211,-435.30206871730206,514.0787877358878,296.7730600082078,True,True
42700,Male,45-49,2746.7209924871177,2429,317.72099248711766,147.0,255.1715474061711,False,False
45220,Female,40-44,12450.899431286234,12513,-62.100568713765824,804.0,789.520250013046,True,True
39460,Male,40-44,3401.0,3564,-163.0,426.0,570.0618089174629,True,True
42680,Female,18-24,4650.0,4591,59.0,596.9882745917209,141.27859144258198,True,True
42700,Male,35-39,3026.6261514962493,2279,747.6261514962493,353.0,378.6708506725124,False,False
42700,Male,40-44,2744.425560673817,2775,-30.574439326182983,362.0,343.5126834714482,True,True
48680,Male,50-54,2808.0,3007,-199.0,259.0,282.84386593578444,True,True
42680,Female,30-34,3576.0,3637,-61.0,180.0,190.41896435885792,True,True
22380,Female,45-49,3575.0,3593,-18.0,103.0,94.67400175074465,True,True
14010,Male,35-39,5444.0,5425,19.0,408.0,522.5734185894361,True,True
25220,Female,25-29,4421.349321122308,4735,-313.65067887769237,54.0,121.89483783138752,False,False
22520,Female,30-34,4921.810127668095,4902,19.810127668095447,141.0,171.41582338464877,True,True
19300,Male,55-59,7957.0,7936,21.0,649.0,741.5932945287465,True,True
19300,Female,45-49,8313.0,7852,461.0,299.0,443.9891264209068,False,True
23460,Female,60-64,3420.205548938826,3262,158.2055489388258,368.0896629898753,389.99791067701256,True,True
20020,Female,25-29,4547.0,4582,-35.0,62.0,65.73107953053868,True,True
19300,Female,40-44,7695.0,7845,-150.0,728.0,917.718726711104,True,True
15180,Female,40-44,13091.0,12797,294.0,699.0,831.675949772506,True,True
31180,Male,50-54,8633.041041824477,8598,35.04104182447736,152.0,201.0483075954042,True,True
28660,Female,45-49,14143.60806430244,14428,-284.39193569756026,145.0,249.96042814186313,False,True
47020,Male,55-59,3344.113393722148,2984,360.113393722148,343.0,235.96846105967578,False,True
15540,Male,55-59,7081.557506284146,6973,108.55750628414626,489.0,579.47684864007,True,True
15540,Female,65-69,7375.182070125375,7230,145.1820701253746,496.78365512564926,586.2535377764599,True,True
15540,Female,50-54,7037.575539956432,6875,162.5755399564323,131.0,326.0224514856685,False,True
11020,Male,35-39,3712.47243653112,3531,181.4724365311199,309.0,355.17370428001635,True,True
16860,Female,30-34,20604.225924168706,20687,-82.77407583129389,193.0,236.1457341209426,True,True
16860,Female,18-24,23921.99190402468,23411,510.99190402467866,878.0165146510628,847.8870961604478,True,True
23580,Male,25-29,7161.0,7151,10.0,19.0,201.26895997644544,True,True
40660,Male,45-49,3043.4540943804245,3029,14.454094380424522,67.0,143.4182268733774,True,True
26900,Female,25-29,75138.23102599666,75038,100.23102599666163,279.0,715.015256672359,True,True
45460,Female,65-69,5467.751446966997,5495,-27.24855303300319,473.8966131974357,333.39880896549334,True,True
45460,Male,60-64,5560.865620670294,5643,-82.13437932970555,467.39811724053834,416.5026988561816,True,True
31140,Male,35-39,45677.14242815379,45462,215.14242815379112,1385.0,1407.5567116967436,True,True
31140,Male,45-49,41489.41825774997,41677,-187.58174225003313,390.0,594.5478049959736,True,True
31140,Male,40-44,45078.54417839247,45067,11.544178392468893,1497.0,1368.628489595811,True,True
21780,Male,40-44,8938.236157547668,8491,447.236157547668,588.0,784.7756490734185,True,True
21780,Male,35-39,8178.493304446524,8873,-694.5066955534758,578.0,767.0699081262275,False,True
18020,Female,60-64,2769.852821424871,2615,154.85282142487085,343.4472302989209,254.67878443113003,True,True
29940,Female,55-59,2525.0,2722,-197.0,291.0,419.12149859706557,True,True
