cbsa,sex,band,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
42100,Female,45-49,7410.0,7465,-55.0,102.0,150.66395061112,True,True
40140,Female,40-44,157119.0,156067,1052.0,2790.0,3443.5791489852895,True,True
47300,Female,65-69,9764.0,10020,-256.0,674.2291895194096,790.4777022867248,True,True
41740,Female,18-24,146979.0,146660,319.0,2448.4548188602544,1518.343064577716,True,True
32900,Male,60-64,7439.0,7026,413.0,589.7694464788761,633.5876114624954,True,True
23420,Male,30-34,44394.0,44956,-562.0,127.0,508.64493285468797,False,False
32900,Female,25-29,10212.0,10003,209.0,64.0,221.9689635737393,False,True
47300,Female,50-54,12610.0,12654,-44.0,68.0,165.46197971890703,True,True
41740,Male,50-54,99434.0,99523,-89.0,0.0,710.3157810746922,False,True
46700,Male,40-44,15720.0,15617,103.0,738.0,945.9071842350602,True,True
20940,Female,65-69,4416.0,4674,-258.0,479.7707786016151,360.69921414351603,True,True
39820,Male,35-39,5569.0,5405,164.0,477.0,471.55582739480593,True,True
42200,Male,60-64,11621.0,11811,-190.0,775.5804278087477,729.2187776252406,True,True
46700,Male,45-49,13370.0,13326,44.0,87.0,244.5299554732508,True,True
42220,Male,30-34,15897.0,16113,-216.0,76.0,319.37368917539214,False,True
42220,Male,18-24,19395.0,19271,124.0,893.672758900035,458.94954611454847,True,True
49700,Male,18-24,8926.0,8863,63.0,533.6056596401504,244.39103481152904,True,True
34900,Female,65-69,4270.0,4087,183.0,530.6486596609851,657.7754191743562,True,True
33700,Male,25-29,19711.0,19417,294.0,52.0,372.64224612723393,False,True
42100,Female,35-39,7327.0,7284,43.0,544.0,634.2569438632502,True,True
47930,Male,55-59,16457.0,15768,689.0,819.0,903.7722669255512,True,True
14860,Male,55-59,32789.0,32808,-19.0,1019.0,1126.250364245779,True,True
35300,Female,45-49,16944.0,16965,-21.0,59.0,247.5916271681052,True,True
35300,Female,35-39,18896.0,18940,-44.0,833.0,1064.846631906445,True,True
25540,Female,60-64,40683.35887932533,40810,-126.64112067467067,1502.622041632559,1369.116031275466,True,True
14860,Female,25-29,26393.0,26277,116.0,57.0,590.3460159474273,False,True
35300,Female,40-44,17288.0,17290,-2.0,835.0,997.1441968197229,True,True
35300,Male,55-59,18665.0,18800,-135.0,881.0,1026.8658697804694,True,True
33100,Male,50-54,212638.81252698431,212340,298.8125269843149,63.0,709.4338179511399,False,True
33100,Male,65-69,160051.2138098364,158553,1498.213809836394,3237.6573320844195,2327.999342079996,True,True
37860,Female,45-49,14428.0,14480,-52.0,107.0,223.27898351333923,True,True
15980,Female,18-24,29174.0,29174,0.0,991.6385430185738,578.822183463972,True,True
23540,Female,25-29,12562.444841670946,12553,9.444841670945607,102.0,159.50983151771442,True,True
37340,Female,65-69,24601.0,24361,240.0,1140.723016336569,976.5150777644194,True,True
27260,Male,30-34,59434.36803339359,59926,-491.63196660640824,215.0,855.4392307253873,False,True
36740,Female,65-69,73796.0,74421,-625.0,2311.7011052469566,1942.1127003424003,True,True
27260,Female,18-24,66535.2857475745,66795,-259.7142524255032,1923.2488138563872,1273.9374763820383,True,True
27260,Male,18-24,69913.78686715994,68830,1083.7868671599426,1914.2298712537113,1189.989708055889,True,True
36100,Male,55-59,11770.0,11441,329.0,719.0,925.2096269481312,True,True
45300,Male,25-29,105148.0,104580,568.0,101.0,1065.3137354202283,False,True
37460,Male,65-69,6036.326519589079,6077,-40.673480410921,504.4412750757019,467.1123315669781,True,True
37460,Male,50-54,6820.188056907286,6726,94.18805690728641,94.0,126.70970943923179,False,True
35840,Male,30-34,21010.0,21237,-227.0,54.0,538.847741392455,False,True
34940,Male,60-64,13454.0,13407,47.0,1103.2026105842933,1070.0143354676377,True,True
27260,Female,30-34,61769.37825081158,62002,-232.62174918842356,214.0,544.9897661398811,False,True
35840,Female,65-69,40567.0,41184,-617.0,1314.896573879482,1219.5287686136191,True,True
36740,Female,50-54,90051.0,90116,-65.0,86.0,394.37138191684244,True,True
15980,Female,30-34,22196.0,22467,-271.0,45.0,356.09918789748735,False,True
38940,Male,60-64,19229.0,19543,-314.0,1288.8351329786133,982.219637113436,True,True
35840,Female,50-54,27406.0,27502,-96.0,4.0,315.9594969256344,False,True
37860,Female,40-44,16118.0,15545,573.0,950.0,985.7741935954451,True,True
46060,Female,60-64,36315.587394081274,35842,473.5873940812744,1154.177196101188,1232.3336656468061,True,True
39150,Female,50-54,6843.0,6774,69.0,44.0,183.20345133553025,False,True
29420,Male,50-54,5926.0,5940,-14.0,128.0,149.54714813813735,True,True
43420,Female,60-64,4286.940855142756,4293,-6.059144857244064,440.65519400093314,335.3797603526909,True,True
43420,Male,25-29,4329.062211353911,4026,303.06221135391115,79.0,229.41662768945105,False,False
29420,Male,65-69,10531.0,10813,-282.0,872.2774787875702,625.1527027125053,True,True
39150,Female,65-69,13455.0,13283,172.0,851.8227515158303,681.1444251698754,True,True
49740,Female,60-64,5674.926465440705,5364,310.9264654407052,518.8111409752107,419.7012938659857,True,True
49740,Male,25-29,8133.408002812844,8218,-84.59199718715627,197.0,381.6947512652147,True,True
46520,Male,65-69,27971.0,27349,622.0,920.6524860119588,1009.3794260645993,True,True
46520,Male,50-54,29736.0,29866,-130.0,0.0,367.8749289959157,False,True
27980,Male,18-24,5426.8450700384,5448,-21.15492996159992,357.91479432960017,115.01365467711118,True,True
27980,Male,30-34,4794.4709092567,4868,-73.5290907433,80.0,107.2483055383544,True,True
16980,Female,55-59,296600.6807154477,297500,-899.3192845523008,3276.0,4051.71490776415,True,True
19340,Female,65-69,12450.968082926654,12007,443.96808292665446,711.7668157479667,638.6597836508856,True,True
44100,Male,18-24,8268.507095134753,8313,-44.4929048652466,558.6358384493426,244.06316435845255,True,True
37140,Male,50-54,3219.38432952343,3245,-25.615670476569903,95.0,101.43897840366098,True,True
44100,Male,30-34,6116.762355195991,6113,3.762355195991404,18.0,115.65841859755909,True,True
16580,Male,30-34,7517.6519383462055,7631,-113.3480616537945,104.0,154.01290911969852,False,True
40420,Male,30-34,10130.0,10307,-177.0,54.0,256.79814649837334,False,True
16580,Male,18-24,25679.72651329297,25943,-263.2734867070285,1204.1407725012887,727.4623987154724,True,True
19340,Female,50-54,10999.716519859689,11365,-365.28348014031144,104.0,281.20131982963403,False,False
40420,Female,18-24,14027.0,13987,40.0,711.0351608746223,293.6382597474314,True,True
40420,Male,18-24,14489.0,14447,42.0,635.2975680734187,308.11578955605313,True,True
16020,Female,55-59,3151.393325867157,3154,-2.6066741328431817,367.0,303.5179447053576,True,True
37140,Female,65-69,3642.422263430791,3796,-153.5777365692088,370.6669664267373,193.5150253711612,True,True
10780,Female,65-69,4198.892908234437,4341,-142.10709176556338,478.08472052555703,316.8557443914756,True,True
29180,Female,60-64,14057.023588336044,14071,-13.976411663956242,972.4715934154581,786.6872104865093,True,True
35380,Female,30-34,38087.0,38159,-72.0,238.0,356.93145406891506,True,True
35380,Male,65-69,26134.0,26562,-428.0,1090.1582453937594,939.2368758285899,True,True
33740,Male,35-39,7031.657880887409,7088,-56.34211911259081,520.0,629.8227015428786,True,True
33740,Male,40-44,6505.280365625789,6644,-138.71963437421073,540.0,542.5292428648744,True,True
29180,Male,55-59,12048.781774944022,12604,-555.2182250559781,713.0,798.356704074248,True,True
43640,Male,50-54,8470.0,8425,45.0,126.0,241.9534425127074,True,True
10780,Female,50-54,4257.089677192926,4515,-257.9103228070744,103.0,85.17159372474572,False,False
43640,Male,65-69,7674.0,7724,-50.0,639.1752498337213,788.2486584836349,True,True
35380,Male,50-54,27573.0,27992,-419.0,273.0,441.67085925069813,False,True
35380,Female,18-24,40512.0,40944,-432.0,1407.2192437569918,786.8056667333746,True,True
33740,Male,45-49,6044.362717807962,6256,-211.63728219203767,189.0,203.36327494651303,False,True
26380,Male,55-59,6704.7781207275975,6758,-53.221879272402475,486.0,452.5081520295669,True,True
36540,Female,65-69,25146.269839689798,25199,-52.730160310202336,843.6515868532459,1098.7667483969567,True,True
19780,Female,65-69,18352.531358258137,18034,318.5313582581366,863.9126113213072,997.4178315963354,True,True
19780,Male,30-34,26821.8526895107,26954,-132.14731048930116,198.0,753.5787959027328,True,True
20220,Female,30-34,2862.9533252544584,2852,10.953325254458377,78.0,132.98644305019556,True,True
36540,Female,50-54,27579.391044745396,27973,-393.60895525460364,177.0,464.4692411223054,False,True
43580,Female,50-54,4050.263932194094,3728,322.2639321940942,125.0,167.76016841511466,False,False
19780,Male,18-24,30776.34856904249,31394,-617.6514309575105,1037.2183955175497,692.7131527330997,True,True
19780,Female,50-54,21109.008144965796,21654,-544.9918550342045,215.0,465.53448336795196,False,False
47940,Female,30-34,4894.970570873752,4873,21.970570873751967,82.0,208.86612935610873,True,True
43580,Male,18-24,6966.404162574468,7247,-280.5958374255324,483.46147726576936,341.37664749153635,True,True
13820,Male,18-24,50907.496507270705,50970,-62.50349272929452,1426.4771291541972,853.2549727888527,True,True
13820,Male,30-34,39237.15263087605,39505,-267.84736912394874,232.0,506.519758845131,False,True
20020,Male,40-44,4900.0,4621,279.0,348.0,430.40726348715356,True,True
20020,Male,35-39,4304.0,4391,-87.0,344.0,471.40545461417815,True,True
20020,Male,45-49,4179.0,4336,-157.0,152.0,167.9733495788841,False,True
12420,Male,45-49,84682.71249407376,85275,-592.2875059262442,299.0,680.6511447225823,False,True
36220,Male,40-44,5727.0,5213,514.0,663.0,730.8786093676912,True,True
36220,Female,40-44,5140.0,5075,65.0,616.0,622.7060534493784,True,True
11100,Male,50-54,7859.049684717289,7687,172.04968471728898,64.0,270.06527618034954,False,True
19100,Male,55-59,236146.10033859886,236747,-600.8996614011412,3601.0,3440.7233039881717,True,True
32580,Female,60-64,19675.0,19186,489.0,1047.3012938023137,971.6066857839133,True,True
12420,Male,35-39,107741.5036780062,107794,-52.496321993807214,2683.0,2951.992492700162,True,True
41700,Male,60-64,68281.3909060582,68709,-427.60909394180635,1944.5835029640666,1780.4355542740427,True,True
12420,Male,40-44,99959.05431911163,99544,415.0543191116303,2680.0,2817.8420667027412,True,True
28660,Male,60-64,12216.631910085367,11498,718.631910085367,814.1363522162611,686.0064459357477,True,True
47380,Female,65-69,8413.473060287783,8317,96.47306028778257,624.5870635868149,547.8588725001124,True,True
29700,Male,18-24,15679.0,15666,13.0,772.0194298073073,281.25242879617946,True,True
18580,Female,35-39,14561.698686047288,14552,9.698686047287993,723.0,895.7379973692834,True,True
48660,Male,18-24,10183.634111454972,10004,179.6341114549723,489.72237032833203,628.3155500948102,True,True
36220,Female,35-39,5496.0,5518,-22.0,581.0,654.3221941902934,True,True
29700,Female,55-59,6546.0,6671,-125.0,520.0,485.3504132080759,True,True
47020,Female,50-54,2833.5383120007064,2594,239.53831200070636,87.0,146.85044598326715,False,False
47380,Female,50-54,8281.181320835698,8386,-104.81867916430201,186.0,149.9876510087367,True,True
18580,Male,35-39,14636.00809020913,15150,-513.9919097908696,940.0,1074.6361638600522,True,True
20580,Female,25-29,1835.5301599547502,2047,-211.46984004524984,134.0,90.57459213582032,False,False
18580,Male,40-44,15263.365183099046,15502,-238.63481690095432,893.0,869.3685572728434,True,True
45500,Female,35-39,4905.146703860445,5207,-301.8532961395549,425.0,407.0367624894637,True,True
36220,Male,45-49,4792.0,4713,79.0,164.0,234.83289671327992,True,True
10180,Male,25-29,7102.834981730625,7135,-32.16501826937474,303.0,203.50955555317577,True,True
18580,Female,45-49,12883.376297545296,13007,-123.62370245470447,109.0,245.96634140049065,False,True
39340,Male,25-29,32303.44012584368,32085,218.44012584368102,26.0,458.23731798003485,False,True
41100,Male,55-59,4449.0,4559,-110.0,444.0,555.549038579179,True,True
39340,Female,65-69,10438.95591306147,10428,10.95591306147071,558.455906943422,584.6649953289491,True,True
36260,Male,55-59,15852.858760978677,15659,193.8587609786773,654.0,993.1458355241891,True,True
36260,Female,55-59,15661.017648908091,15515,146.01764890809136,690.0,730.0426991601939,True,True
39340,Female,50-54,14694.844755785107,14604,90.84475578510683,87.0,201.95784817765127,False,True
30860,Female,55-59,3549.047759992717,3000,549.0477599927171,264.0,253.07429066447514,False,False
36420,Female,60-64,44371.70172473286,44451,-79.2982752671378,1415.6118818376738,1813.6607481363405,True,True
21420,Female,50-54,1603.069538315603,1420,183.06953831560304,98.0,95.42232170596179,False,False
21420,Female,65-69,1683.8955838702825,1701,-17.104416129717492,266.3174797117155,252.041605613075,True,True
21420,Male,30-34,1968.867963764402,2094,-125.13203623559798,142.0,137.45829485154377,True,True
21420,Male,18-24,2920.0443921514484,3091,-170.9556078485516,357.16102810917096,150.2488616762975,True,True
30020,Male,18-24,9068.0,8671,397.0,511.47922733968386,545.6502442590859,True,True
30020,Male,30-34,5516.0,5463,53.0,35.0,343.24729406799406,False,True
21500,Female,55-59,8663.0,8731,-68.0,534.0,687.648172385414,True,True
10900,Female,40-44,28007.0,27556,451.0,1061.0,1436.9020857081737,True,True
10900,Female,45-49,25346.0,25905,-559.0,163.0,529.7265259145515,False,False
11020,Female,45-49,3320.3669520099993,3393,-72.6330479900007,43.0,62.36672436051958,False,True
44300,Female,55-59,4747.0,4484,263.0,341.0,378.2537910285897,True,True
27780,Female,45-49,3816.0,3824,-8.0,71.0,138.066859931158,True,True
10900,Female,35-39,27331.0,26956,375.0,1053.0,1296.3800293413194,True,True
11020,Female,35-39,3154.4830036088183,3645,-490.5169963911817,334.0,306.6290439359761,False,False
11020,Female,40-44,3644.473136344995,3590,54.473136344995055,350.0,303.0290394401547,True,True
27780,Female,35-39,3440.0,3540,-100.0,262.0,357.5486116285449,True,True
16540,Male,60-64,5896.998759097588,5582,314.99875909758794,567.8283191247157,552.8871690477542,True,True
27780,Female,40-44,3219.0,3289,-70.0,261.0,350.8658132961945,True,True
12060,Male,60-64,177329.70106424633,177145,184.70106424632831,3271.033170116133,2894.2877684486098,True,True
46660,Female,65-69,4139.306594507225,4147,-7.693405492775128,386.0906629277636,362.2587460142717,True,True
40660,Female,45-49,3150.1035790553897,2886,264.1035790553897,54.0,146.9765723966204,False,False
12020,Female,40-44,6658.812039699826,6848,-189.18796030017438,559.0,623.4727012806526,True,True
19140,Male,65-69,3478.1615891949127,3016,462.1615891949127,345.90461112855957,319.3660601068803,False,True
12260,Male,25-29,20760.763511725097,20457,303.7635117250975,334.0,446.09922743063805,True,True
12020,Male,60-64,5995.60716330331,5408,587.6071633033098,567.9058020481918,445.0087652508337,False,True
47580,Male,18-24,9009.41991220784,9461,-451.58008779215925,637.8879211899219,197.7000465056297,True,True
15260,Male,35-39,3405.487178074056,3194,211.48717807405592,472.0,370.0501191128289,True,True
15260,Male,40-44,3422.126961585085,3504,-81.87303841491484,352.0,330.87379608636934,True,True
40660,Female,40-44,3353.4946452190666,3052,301.49464521906657,354.0,346.3296838806244,True,True
46660,Male,55-59,3610.605261832565,4056,-445.3947381674352,424.0,370.84163851208274,False,True
47580,Female,25-29,6519.905004072661,6749,-229.09499592733937,122.0,134.47619467014397,False,False
46660,Female,50-54,4183.855786207862,4325,-141.14421379213763,173.0,182.5956774036136,True,True
42340,Male,18-24,22168.47676392171,20087,2081.47676392171,1126.6525640143016,506.10222578833077,False,False
42340,Male,30-34,15545.361941451027,15692,-146.63805854897328,266.0,277.95483817042964,True,True
40660,Female,35-39,3072.4046560443676,3349,-276.5953439556324,372.0,377.9686191227816,True,True
42340,Female,25-29,15919.331673888826,15330,589.3316738888261,201.0,168.08463450335947,False,False
12700,Female,60-64,11161.940303229137,11474,-312.0596967708625,823.1676621442317,718.9329249758472,True,True
49340,Female,25-29,26505.0,26777,-272.0,39.0,293.8236632637848,False,True
38340,Female,60-64,5702.0,5858,-156.0,514.9951456081892,503.6525542760108,True,True
39820,Male,45-49,4767.0,4723,44.0,98.0,189.0390598527193,True,True
49700,Female,60-64,5904.0,5453,451.0,498.5107822304348,357.2766180164188,True,True
46700,Male,35-39,16217.0,16436,-219.0,727.0,952.022769801227,True,True
49700,Male,30-34,6982.0,6875,107.0,162.0,210.44623293729921,True,True
33700,Female,25-29,18470.0,18699,-229.0,109.0,326.0821970627191,False,True
39820,Male,40-44,5924.0,6088,-164.0,477.0,437.26594040983804,True,True
20940,Female,50-54,4776.0,4833,-57.0,68.0,50.377033916756154,True,True
34900,Female,50-54,4441.0,4418,23.0,65.0,102.17158432020128,True,True
25260,Female,50-54,3261.0,3243,18.0,68.0,92.8951760050004,True,True
25260,Female,65-69,2548.0,2527,21.0,326.3816784073518,271.66864973253723,True,True
45220,Male,25-29,13361.726515889879,13188,173.726515889879,164.0,207.80426199668074,False,True
39460,Female,25-29,3284.0,3358,-74.0,113.0,172.9187663145617,True,True
37860,Female,35-39,17236.0,17494,-258.0,964.0,948.8924097309452,True,True
18880,Male,18-24,13096.418546814963,12837,259.4185468149626,692.8022805967082,419.5225039285178,True,True
29460,Female,60-64,24259.0,24009,250.0,1229.2131629623887,1033.2005881646362,True,True
37340,Female,50-54,20156.0,20189,-33.0,45.0,278.0432022568615,True,True
35840,Male,18-24,27527.0,27452,75.0,1115.335823866516,536.6578980551764,True,True
18880,Male,30-34,11880.531739539092,11611,269.5317395390921,330.0,374.5736351227749,True,True
37140,Male,65-69,3258.260985150964,3376,-117.73901484903581,329.02431521089744,195.75998878202898,True,True
37140,Female,50-54,3037.790477368984,3105,-67.20952263101617,104.0,81.63010750794339,True,True
19500,Female,65-69,3453.1924448964646,3598,-144.80755510353538,305.26709616334347,280.0904382517148,True,True
19500,Male,35-39,3060.1784856297627,3067,-6.82151437023731,274.0,318.2156334590348,True,True
19500,Male,40-44,2855.831255626129,2561,294.83125562612895,263.0,303.0754731991653,False,True
19500,Male,45-49,2970.998763585756,2750,220.99876358575602,62.0,137.42344517857643,False,False
40420,Female,30-34,10640.0,10757,-117.0,86.0,241.60704748878914,False,True
19500,Female,50-54,2752.2441666872433,2865,-112.75583331275675,61.0,74.36916807195506,False,False
47940,Female,18-24,11324.829952640797,11710,-385.1700473592027,797.021329702035,385.2696210990077,True,True
11180,Female,25-29,3729.0,3778,-49.0,83.0,143.5638349785558,True,True
20220,Female,18-24,4426.782037789499,4580,-153.21796221050136,334.88356185396736,272.85633224015294,True,True
43580,Male,30-34,4458.705080325957,4752,-293.29491967404283,259.0,264.12309564396554,False,True
43580,Female,65-69,4173.405245068403,3809,364.405245068403,364.6601157242179,349.6553848139098,True,True
19460,Female,55-59,5713.0,5530,183.0,442.0,454.3405426439512,True,True
11500,Male,60-64,3467.0,3266,201.0,420.77309799938496,451.37223314300144,True,True
18580,Female,40-44,14481.50376542714,14951,-469.49623457286,750.0,818.0621432611024,True,True
45500,Female,40-44,4151.824777818863,4089,62.82477781886337,422.0,410.2648495763887,True,True
11100,Male,65-69,6255.757650824751,6470,-214.24234917524882,548.7740883095703,445.9800145713185,True,True
36220,Male,35-39,6740.0,7331,-591.0,708.0,746.3648890346799,True,True
47020,Female,65-69,2869.008288191375,3146,-276.99171180862504,356.11374587342175,247.29068264214177,True,True
18580,Male,45-49,13213.6804811074,13162,51.68048110739983,166.0,318.4689965660706,True,True
45500,Female,45-49,4398.211709642823,4414,-15.788290357177175,122.0,112.52741537322103,True,True
45500,Male,18-24,6502.576761428735,6814,-311.42323857126485,550.7186214392973,209.6453963810363,True,True
48660,Male,30-34,5718.019800434509,5574,144.0198004345093,56.0,285.47509831598296,False,True
45500,Male,30-34,5105.233369220832,5203,-97.76663077916783,262.0,354.1719451043693,True,True
29700,Male,30-34,9301.0,9210,91.0,72.0,189.59971996616977,False,True
33260,Male,25-29,7234.980963651085,7053,181.9809636510854,78.0,226.19116179964303,False,True
36220,Female,45-49,4550.0,4451,99.0,140.0,207.372460786142,True,True
10580,Male,60-64,30171.945687861007,29737,434.9456878610072,1035.5172620482963,977.412819772575,True,True
13780,Female,25-29,7119.302001637103,7000,119.30200163710288,77.0,186.46836570691372,False,True
12020,Female,35-39,7027.535896597581,7173,-145.4641034024189,507.0,584.7022604605227,True,True
19140,Male,50-54,4794.725474308969,4658,136.72547430896884,133.0,159.78492263991353,False,True
47580,Male,30-34,6697.904704693032,6877,-179.09529530696818,191.0,214.30185976052826,True,True
15260,Male,45-49,2832.291489666684,2967,-134.7085103333161,117.0,142.0195212390632,False,True
12020,Female,45-49,6224.446647158857,6274,-49.55335284114335,194.0,251.08091753266334,True,True
23060,Male,30-34,15385.45688857164,15469,-83.54311142836013,88.0,294.21757050764944,True,True
23060,Male,18-24,20512.446540775316,20189,323.44654077531595,775.5391672894413,318.3822325125879,True,True
34620,Female,45-49,3078.0,3059,19.0,120.0,189.14567381386232,True,True
21780,Female,60-64,9493.75010932049,9683,-189.24989067950992,643.904496024061,540.1882487967347,True,True
26900,Male,40-44,71278.66587654893,71225,53.66587654892646,1726.0,2044.9914546567636,True,True
26900,Male,35-39,74593.55711686952,74335,258.5571168695169,1783.0,1914.9114333396587,True,True
29200,Female,25-29,7779.229261351352,7766,13.229261351351852,46.0,55.80594465966037,True,True
43780,Female,18-24,17814.63130103773,17804,10.631301037730736,652.991577281055,721.2019739932422,True,True
26900,Male,45-49,64635.27182916918,64820,-184.7281708308219,347.0,796.6178646651402,True,True
14020,Female,45-49,3844.6030736355624,3963,-118.3969263644376,188.0,232.45897008349928,True,True
14020,Female,35-39,4884.3836486800965,5079,-194.61635131990352,419.0,525.9913377738769,True,True
43780,Male,50-54,9325.434950440333,9460,-134.5650495596674,98.0,156.3151755470595,False,True
29200,Male,65-69,4856.8512784062905,4808,48.851278406290476,488.9836398081228,368.43789261876987,True,True
14020,Female,40-44,4064.5613460470495,3868,196.56134604704948,406.0,458.8538722637674,True,True
17140,Male,30-34,77929.057486005,76976,953.0574860049965,363.0,874.5315036913154,False,False
23060,Female,25-29,15977.265497931126,16040,-62.73450206887355,139.0,263.4465571037494,True,True
21140,Female,35-39,6091.0,6125,-34.0,472.0,686.0663750031771,True,True
31740,Female,25-29,5444.0,5317,127.0,85.0,233.9176118102269,False,True
28140,Female,25-29,76955.99235828451,75879,1076.9923582845076,233.0,754.0111267131267,False,False
48620,Female,60-64,19997.048690303993,20809,-811.9513096960072,1049.5622897189094,986.1978441414545,True,True
28140,Male,18-24,93172.93332731733,91601,1571.9333273173252,1644.907900157331,1060.2557571897694,True,True
45820,Female,55-59,6454.181931134558,6936,-481.818068865442,511.0,536.9229900642265,True,True
28140,Male,30-34,78578.59055204649,79125,-546.4094479535124,359.0,824.8814888009097,False,True
17820,Female,25-29,29079.0,29053,26.0,161.0,471.3915340974528,True,True
19740,Male,25-29,124900.89972890686,125417,-516.1002710931352,286.0,746.462554536217,False,True
39380,Male,50-54,4811.58791487634,4981,-169.4120851236603,90.0,203.00289804509202,False,True
14500,Male,25-29,11956.699053142505,12241,-284.30094685749464,122.0,389.15035876701495,False,True
24540,Female,50-54,9837.0,9880,-43.0,75.0,123.11481564986401,True,True
24540,Female,65-69,8120.0,8301,-181.0,557.6602908581532,585.7457874037594,True,True
39380,Male,65-69,4556.918310383327,4598,-41.08168961667343,400.930168483241,384.78194045388466,True,True
28940,Male,30-34,31220.95705284748,30742,478.95705284747964,338.0,570.0710589255388,False,True
28940,Male,18-24,46330.216566559146,46172,158.21656655914558,1484.5100201750072,1082.3832113921862,True,True
32820,Male,50-54,39787.40336526264,39631,156.40336526263854,181.0,582.7352485766626,True,True
27740,Male,30-34,6677.400889820154,6736,-58.59911017984632,186.0,286.5339735718734,True,True
32820,Male,65-69,31836.91885653979,30991,845.918856539789,1269.371891921355,1087.5914054357113,True,True
34100,Male,60-64,4548.298886315891,4459,89.29888631589074,498.53485334528017,477.8858737055831,True,True
27740,Male,18-24,10527.51198241257,10398,129.51198241257043,641.0608395464506,447.05840545351595,True,True
17300,Male,55-59,8403.652169769137,8044,359.6521697691369,548.0,616.3553836046801,True,True
27180,Male,60-64,6287.847788118525,6488,-200.1522118814746,553.5431329173906,460.2901591626908,True,True
30700,Female,55-59,8432.28895623104,8369,63.288956231039265,480.0,736.6760670733614,True,True
12580,Male,60-64,90195.40148109847,90824,-628.5985189015337,2105.619386308931,2147.079904775302,True,True
30500,Female,45-49,5916.0,6042,-126.0,206.0,184.94804571825028,True,True
30500,Female,40-44,7184.0,7376,-192.0,585.0,653.4115182696889,True,True
30500,Female,35-39,7403.0,7309,94.0,558.0,637.4002476211474,True,True
18140,Female,35-39,76831.90783348051,78100,-1268.092166519491,1569.0,2383.094341330794,True,True
19430,Female,60-64,29172.0,28351,821.0,1197.5074112505527,1165.438965312534,True,True
18140,Female,40-44,76546.39769063918,75036,1510.3976906391763,1486.0,2399.3301096830974,False,True
15940,Female,60-64,13924.0,14110,-186.0,783.2036772130223,820.2764912843413,True,True
15940,Male,45-49,11310.0,11047,263.0,82.0,332.89512660708925,False,True
18140,Female,45-49,65264.54079003303,65926,-661.459209966968,151.0,671.458993954223,False,True
19430,Male,18-24,38456.0,38383,73.0,1109.32727362127,1241.4466901175217,True,True
45780,Male,50-54,17706.106622209114,17762,-55.89337779088601,121.0,263.5468598534936,True,True
49660,Female,60-64,16879.0,17181,-302.0,943.4882087233523,755.5708126468029,True,True
15940,Male,40-44,11079.0,11477,-398.0,545.0,852.1100793918881,True,True
44220,Male,65-69,4238.0,4231,7.0,390.1512527213004,336.0328757874741,True,True
17410,Female,55-59,73889.0,74287,-398.0,1496.0,1680.741991676593,True,True
10420,Female,55-59,22793.0,23243,-450.0,765.0,943.4850857373159,True,True
19430,Male,30-34,28055.0,27583,472.0,145.0,382.8602770185881,False,False
45780,Female,65-69,19038.4373683751,19017,21.43736837510005,811.2268486681145,719.1120462806708,True,True
45780,Female,50-54,18376.796875433727,18411,-34.20312456627289,74.0,168.44488250135936,True,True
31900,Male,55-59,3538.0,3497,41.0,394.0,377.4724834640268,True,True
15940,Male,35-39,12395.0,12131,264.0,552.0,855.1978309169172,True,True
45780,Male,65-69,16488.981572872668,16750,-261.01842712733196,781.2822793331486,657.3410361565273,True,True
44220,Male,50-54,4252.0,4289,-37.0,62.0,73.73014052950124,True,True
30620,Male,55-59,2824.0,2987,-163.0,293.0,325.90269047677407,True,True
31340,Male,35-39,6848.0,7276,-428.0,586.0,648.8269758196325,True,True
31340,Male,40-44,7279.0,6748,531.0,568.0,670.1610681927517,True,True
31340,Male,45-49,6579.0,6672,-93.0,226.0,233.67339356460764,True,True
13980,Male,40-44,4554.0,4894,-340.0,441.0,501.76221337402444,True,True
25500,Male,18-24,11109.0,11379,-270.0,700.8637528079191,603.3707741399562,True,True
16820,Male,25-29,7326.768439565203,7232,94.76843956520315,210.0,219.8869190098641,True,True
25500,Male,30-34,4352.0,4310,42.0,188.0,237.61311814323298,True,True
20260,Female,25-29,7533.750943269593,7814,-280.24905673040666,168.0,250.4719743707027,False,True
24580,Female,60-64,11873.026539407683,10993,880.0265394076832,637.8354019651151,818.9594177955778,False,True
39540,Male,60-64,7343.0,7098,245.0,565.3777498274936,734.6111220001029,True,True
20740,Male,55-59,5319.249519549084,5239,80.24951954908374,348.0,452.7488595806668,True,True
29100,Female,55-59,5268.273545241752,5234,34.27354524175189,420.0,504.5263583721779,True,True
43100,Female,25-29,3224.0,3376,-152.0,109.0,421.4137164192096,False,True
21140,Male,55-59,6071.0,6082,-11.0,412.0,521.0548860484853,True,True
43780,Female,30-34,10482.029617255863,10472,10.029617255862831,92.0,177.72536349816698,True,True
21140,Female,40-44,6490.0,6353,137.0,465.0,637.348239234251,True,True
17140,Female,50-54,70095.01629584219,69982,113.01629584218608,249.0,737.1503057639565,True,True
17140,Female,65-69,68716.47368585193,68420,296.4736858519318,1616.343094766702,1759.826385294746,True,True
43780,Male,65-69,9589.790283257014,9413,176.79028325701438,605.5683281017923,582.369887928049,True,True
29020,Female,25-29,2492.340147983501,2627,-134.65985201649892,176.0,134.50479092453602,True,True
