cbsa,est,published,gap_pct,pub_moe,moe,pass_4pct,pass_combined_moe,gq_flag
16020,3992.2903226841527,3962.0,0.7645210167630658,77.0,341.69497053953387,True,True,False
27860,3897.0,3645.0,6.91358024691358,35.0,391.43862952415674,False,True,False
45500,7333.4415790425555,7291.0,0.5821091625641961,120.0,613.456919634184,True,True,False
44220,2614.0,2562.0,2.029664324746292,43.0,348.311610115497,True,True,False
47300,5726.0,5887.0,-2.7348394768133173,149.0,526.4438220040672,True,True,False
33700,5972.0,6136.0,-2.6727509778357237,310.0,609.1659556352439,True,True,False
47020,1569.7315315525295,1525.0,2.9332151837724285,52.0,193.49147094723966,True,True,False
41660,5517.271317829456,5106.0,8.054667407549083,184.0,648.2525014141289,False,True,False
33460,67524.18676559349,67492.0,0.047689749293977284,393.0,1057.2333266693997,True,True,False
48140,1693.0,1675.0,1.0746268656716418,50.0,256.14055131655743,True,True,False
25860,7834.412935024788,7695.0,1.8117340484052977,144.0,530.6236868291232,True,True,False
38240,1167.6839447102602,1136.0,2.7890796399876954,15.0,104.0030775053761,True,True,False
41060,8402.064783299116,8466.0,-0.7551998192875473,136.0,587.1502896184882,True,True,False
19300,3114.0,3124.0,-0.3201024327784891,83.0,477.3119935744335,True,True,False
20020,2071.0,1606.0,28.953922789539227,60.0,248.03769085816373,False,False,True
17980,15045.434765059363,12540.0,19.97954358101565,1052.0,883.9997389807208,False,False,True
31340,12790.0,13269.0,-3.6099178536438314,222.0,676.5757214329377,True,True,False
34820,6471.5122048113,6811.0,-4.984404568913525,87.0,414.91879593688924,False,True,False
29820,19437.0,19501.0,-0.32818829803599814,286.0,1104.9608388603642,True,True,False
33780,1452.0,1387.0,4.686373467916366,93.0,238.3022537529807,False,True,False
29420,4065.0,4142.0,-1.8590053114437468,257.0,464.20503885809984,True,True,False
22380,13410.0,13138.0,2.0703303394732835,287.0,744.7132295261378,True,True,False
29020,1242.0855718355717,1142.0,8.764060581048312,27.0,229.93011821397448,False,True,False
48700,5784.6991635265,5711.0,1.2904773862108272,81.0,435.930335305827,True,True,False
45780,14226.942360183191,14570.0,-2.354547974034377,248.0,683.2461717869128,True,True,False
48260,2999.96523829202,3653.0,-17.876670180891875,74.0,281.22225092237846,False,False,True
14460,166199.55237644864,165348.0,0.5150061545640966,487.0,1596.8213705819087,True,True,False
36420,34140.23465129914,34090.0,0.14735890671499727,403.0,953.2798509931763,True,True,False
21420,1791.3769348904168,1739.0,3.0118996486726166,60.0,187.91075878086886,True,True,False
31180,15521.069837852388,15492.0,0.18764418959713688,309.0,901.5843866124922,True,True,False
12420,46662.049803051064,46787.0,-0.2670617841471683,871.0,2976.5168668514484,True,True,False
26420,84820.34086227887,85161.0,-0.400017775414955,878.0,3110.4856512352303,True,True,False
18580,9482.775643402787,9431.0,0.5489942042496762,122.0,1330.0981529573119,True,True,False
20580,486.42010276924634,463.0,5.058337531154717,17.0,87.4783302275092,False,True,False
13380,4845.0,4936.0,-1.8435980551053486,79.0,491.09187622582397,True,True,False
48300,2509.0,2555.0,-1.8003913894324854,57.0,305.589024913363,True,True,False
27140,22834.29686207181,23320.0,-2.082775033997387,312.0,924.1509898586412,True,True,False
27340,21938.846922434204,21587.0,1.6299018966702383,175.0,786.7490542201338,True,True,False
11500,4440.0,4303.0,3.1838252382059027,131.0,442.2733245757085,True,True,False
32780,4470.0,4282.0,4.390471742176553,350.0,472.39147392549324,False,True,False
16700,16636.0,16342.0,1.7990454044792559,198.0,887.3566704121856,True,True,False
28940,19161.288208260317,19603.0,-2.2532866996872043,274.0,838.789761560815,True,True,False
12580,62845.026114543994,62737.0,0.17218884317706373,491.0,1753.0441479342521,True,True,False
24340,29714.38264166248,28829.0,3.071152803296957,256.0,1016.497878143555,True,True,False
49740,7515.787403615628,7773.0,-3.3090517996188327,282.0,596.9057320818913,True,True,False
33500,2490.8290665288655,2039.0,22.15934607792376,41.0,401.9532535721571,False,False,True
47930,7703.0,6631.0,16.166490725380786,123.0,763.5139512150384,False,False,True
34980,37138.695169082115,37678.0,-1.4313520646474995,278.0,1260.787006809109,True,True,False
19340,9742.096262853709,9465.0,2.927588619690534,306.0,693.6054119800554,True,True,False
22220,12092.063025210082,11780.0,2.6490918948224267,168.0,617.9874002503732,True,True,False
36540,16847.1828856643,16970.0,-0.7237307857141982,184.0,1031.1732312467018,True,True,False
22660,10754.0,10695.0,0.5516596540439458,203.0,823.0716033796817,True,True,False
40900,41863.0,42295.0,-1.021397328289396,1166.0,2025.5606820566375,True,True,False
39820,3306.0,3581.0,-7.679419156660152,101.0,362.55852245878873,False,True,False
13140,16648.0,16534.0,0.6894883270835853,248.0,777.4469096054083,True,True,False
49420,3757.0,3998.0,-6.0280140070035015,87.0,406.8984894402411,False,True,False
24580,8077.985034309289,7714.0,4.718499278056642,150.0,679.9215891334418,False,True,False
40340,4279.5481139017365,4024.0,6.350599252031226,129.0,374.9070158791095,False,True,False
19460,2256.0,2310.0,-2.3376623376623376,60.0,326.88058210530033,True,True,False
24860,25157.306664056076,25563.0,-1.587033352673491,135.0,690.0525178135927,True,True,False
44940,2787.6325390189522,2859.0,-2.496238579260153,56.0,304.0244208322909,True,True,False
42340,12080.160559192514,12419.0,-2.7283955294909856,195.0,639.0865352216462,True,True,False
31420,8153.805456365548,8032.0,1.5165021957862026,126.0,575.6899618159987,True,True,False
25980,2783.6509428947084,2795.0,-0.40604855475104296,49.0,225.1434209280881,True,True,False
27260,31865.514744694956,31216.0,2.0807109965881465,484.0,1670.8652432303854,True,True,False
37460,5894.031717310265,5412.0,8.906720571143104,76.0,345.2017621411996,False,False,True
15980,13286.0,13150.0,1.0342205323193916,231.0,815.5294677776825,True,True,False
18880,6524.384319082561,6265.0,4.140212595092753,109.0,423.80569291670656,False,True,False
31700,8467.215037456803,8404.0,0.7522017784007943,281.0,496.5488568235725,True,True,False
28020,8347.0,7854.0,6.277056277056277,150.0,738.7888031323633,False,True,False
34740,5795.0,5691.0,1.8274468458970305,138.0,462.5300064428253,True,True,False
23060,6605.517740939666,6576.0,0.44887075638177615,81.0,483.5839420814197,True,True,False
43640,2630.0,2568.0,2.4143302180685358,54.0,349.30481737660017,True,True,False
25420,19797.0,20327.0,-2.607369508535445,304.0,1013.1828628794016,True,True,False
39340,15924.153539578774,16438.0,-3.1259670301814446,158.0,593.6608310002207,True,True,False
38860,13592.0,13540.0,0.38404726735598227,133.0,541.111366900336,True,True,False
15380,31797.0,31138.0,2.116385124285439,619.0,1157.1171345222574,True,True,False
21300,3451.1697448920477,3619.0,-4.637475963192935,105.0,299.4064282871422,False,True,False
30860,4756.049239398865,4571.0,4.048331642941702,91.0,362.0621193081192,False,True,False
28100,4917.876328069441,4815.0,2.136580022210615,115.0,450.74732803323315,True,True,False
16300,6875.288899041556,6533.0,5.239383117121626,123.0,497.8637673019096,False,True,False
27900,3734.1976383225106,3685.0,1.3350783805294588,88.0,319.25831477725797,True,True,False
17410,44037.0,44581.0,-1.2202507794800475,445.0,1301.701866985582,True,True,False
10420,16113.0,15951.0,1.0156103065638518,368.0,912.5365244361456,True,True,False
20940,7166.0,7153.0,0.18174192646442053,252.0,462.2891962857233,True,True,False
32900,4649.0,4447.0,4.542388126827075,89.0,587.2510611090881,False,True,False
36780,6664.0,6759.0,-1.4055333629235094,74.0,548.2940712610341,True,True,False
40580,2497.0,2529.0,-1.265322261763543,41.0,338.48888034173297,True,True,False
43620,6310.797197736203,6621.0,-4.685135210146457,140.0,612.787447539764,False,True,False
26620,14980.392898052705,14701.0,1.9005026736460464,464.0,841.0057377375886,True,True,False
13820,29319.86753527863,30094.0,-2.5723814206199562,477.0,1051.1514618253939,True,True,False
47900,100858.24099072773,100455.0,0.4014145545047359,564.0,1647.976432516086,True,True,False
21660,9938.0,10107.0,-1.6721084396952608,138.0,642.5597204764316,True,True,False
11460,19466.0,19237.0,1.1904143057649321,228.0,1288.9394324627904,True,True,False
31140,25074.789115641015,24872.0,0.8153309570642291,319.0,852.9717307056978,True,True,False
33740,7820.889797808313,7300.0,7.135476682305661,155.0,516.6620121291451,False,True,False
36980,2194.4534855057736,2585.0,-15.1081823788869,64.0,348.829132903561,False,False,True
36260,6146.555729984301,5933.0,3.5994560927743344,119.0,661.8618171477395,True,True,False
35300,20952.0,22080.0,-5.108695652173913,212.0,910.4859527712384,False,False,True
35620,410306.3610810809,413195.0,-0.6990982269676742,2536.0,3610.5353262871795,True,True,False
40380,42155.36342666096,43121.0,-2.2393649807264238,497.0,1209.9387610287997,True,True,False
29940,8911.0,8666.0,2.827140549273021,106.0,608.9579150185587,True,True,False
41140,5770.881971843938,6019.0,-4.12224668808875,83.0,494.63090347911117,False,True,False
11200,17692.04828973843,23177.0,-23.665494715716306,175.0,642.1035231283896,False,False,True
49340,28134.0,28212.0,-0.276478094427903,210.0,908.7687822722015,True,True,False
44700,14770.0,14277.0,3.4531063949008893,493.0,839.1313335892362,True,True,False
33260,1921.0639269406379,1985.0,-3.220960859413709,46.0,272.2824103310941,True,True,False
31020,1026.9633617226416,1131.0,-9.198641757502953,29.0,176.93250661760524,False,True,False
24780,6105.0,6064.0,0.6761213720316622,140.0,503.8076700215073,True,True,False
47580,3092.7211162718513,3128.0,-1.1278415514114029,52.0,238.50969112196327,True,True,False
11260,10348.25252877538,10228.0,1.175718896904377,2867.0,1679.4067332622915,True,True,False
33140,7094.0,6878.0,3.1404478045943587,61.0,484.7885052938033,True,True,False
17660,2009.259124087591,2007.0,0.11256223655162381,82.0,342.911562831513,True,True,False
30780,15842.0,15616.0,1.447233606557377,165.0,666.9351193866237,True,True,False
26300,1636.8151417501435,1679.0,-2.512499002373821,43.0,111.75561247996974,True,True,False
43580,3191.797862164558,3147.0,1.4235100783145205,120.0,341.24985812492275,True,True,False
38340,6198.0,6144.0,0.87890625,71.0,424.04003254409844,True,True,False
38900,44566.04774849316,44837.0,-0.6043050416103628,390.0,1018.1383590984655,True,True,False
43100,3081.0,3196.0,-3.598247809762203,107.0,338.81928868129694,True,True,False
20500,27320.34581839156,26669.0,2.4423331148208067,357.0,1413.361477813635,True,True,False
47260,56718.11037828257,53959.0,5.113346018796802,638.0,1724.2749060891053,False,False,True
22020,8813.00791970199,9554.0,-7.755830859305113,108.0,502.4261432520921,False,False,True
44420,4589.961380096738,4733.0,-3.0221555018648183,64.0,435.17289195378476,True,True,False
10740,13518.079056648476,13626.0,-0.7920221881074734,242.0,835.9065945681891,True,True,False
24420,1525.716045072913,1452.0,5.076862608327338,34.0,151.70639248210216,False,True,False
19140,1540.2145267489702,1585.0,-2.82558190858232,36.0,356.9707374480549,True,True,False
12060,85393.15112677337,85379.0,0.01657448175004756,747.0,2103.6662532095343,True,True,False
10500,5670.759977442665,5680.0,-0.1626764534742019,123.0,762.9460222000207,True,True,False
40980,6181.0,6284.0,-1.639083386378103,109.0,514.7829000207272,True,True,False
12620,7058.014195818518,7342.0,-3.8679624650161033,93.0,430.15727420801,True,True,False
28880,31477.638918918918,31132.0,1.1102367946772376,338.0,1078.2268129493627,True,True,False
13780,12655.600052116562,12341.0,2.5492265790176036,185.0,621.6483483507794,True,True,False
45060,33373.63658935128,34031.0,-1.9316605760886323,812.0,1398.9709482426265,True,True,False
37900,9453.898806310022,9604.0,-1.5629028913991845,169.0,574.8930591924426,True,True,False
14010,9490.0,9285.0,2.2078621432417878,99.0,704.4868787670924,True,True,False
20220,4477.368881348431,4163.0,7.551498471016849,109.0,407.31067370025903,False,True,False
26980,8523.234979043566,8502.0,0.2497645147443607,258.0,735.0832039932308,True,True,False
28140,30509.110956778768,30399.0,0.3622190097660055,370.0,1183.3492604616897,True,True,False
24540,5876.0,5273.0,11.43561539920349,100.0,501.00661848921715,False,False,True
41860,92068.0,92966.0,-0.9659445388636705,1249.0,2102.813125730922,True,True,False
23420,25138.0,25748.0,-2.3691160478483764,352.0,1025.4270158030508,True,True,False
25260,13805.0,13636.0,1.2393663831035495,339.0,635.9196396165163,True,True,False
28660,26963.627718190477,26196.0,2.930324164721626,784.0,1160.8893191103723,True,True,False
15500,5460.0,5916.0,-7.707910750507099,119.0,312.187240140032,False,False,True
22180,17343.843544857773,17686.0,-1.934617523138228,217.0,703.4907242274297,True,True,False
31860,7475.0,7650.0,-2.287581699346405,87.0,613.4489306229982,True,True,False
24220,6855.188723774044,6049.0,13.327636365912445,68.0,549.6691699071364,False,False,True
46220,16610.771560690402,16740.0,-0.7719739504754951,555.0,1055.8828308790646,True,True,False
33860,13577.886424310738,13428.0,1.1162229990373713,173.0,647.6231746821071,True,True,False
22140,1707.6587775269122,1504.0,13.541142122800014,79.0,426.351213436402,False,True,False
16180,3023.130783717844,2940.0,2.8275776774776946,116.0,390.090726618809,True,True,False
29460,15778.0,15835.0,-0.3599621092516577,352.0,612.6505414498139,True,True,False
42680,1783.0,1702.0,4.759106933019976,33.0,280.4355936128651,False,True,False
47220,9594.99769585254,9080.0,5.671780791327537,660.0,1167.4048813900283,False,True,False
45940,17411.0,17391.0,0.11500201253521938,294.0,1002.5897816941384,True,True,False
36220,2161.0,2152.0,0.4182156133828996,42.0,399.26101991836117,True,True,False
35660,3079.0,3095.0,-0.5169628432956381,47.0,371.7718196858121,True,True,False
25220,4333.452962162891,4068.0,6.525392383551888,89.0,375.1071820054672,False,True,False
49620,7909.0,7902.0,0.0885851683118198,117.0,941.8349777787507,True,True,False
23900,4668.5386064030145,4458.0,4.722714365253801,95.0,464.7401118357806,False,True,False
17300,9652.984653450574,9375.0,2.9651696368061238,314.0,719.8446320205943,True,True,False
14540,6146.752239650457,6164.0,-0.2798144119004325,86.0,566.2343498684806,True,True,False
13220,4335.0,4577.0,-5.287306095695871,27.0,382.6167097713455,False,True,False
15540,10502.343367398367,11309.0,-7.132873221342583,198.0,598.2969688008056,False,False,True
14860,16617.0,16853.0,-1.4003441523764315,230.0,928.467641004521,True,True,False
38540,2692.402451792206,2733.0,-1.485457307273831,46.0,436.9478521174885,True,True,False
40420,4617.0,4546.0,1.5618125824901012,65.0,434.93859105481783,True,True,False
41780,3230.114087662785,3077.0,4.976083446954341,142.0,342.39814430102405,False,True,False
41740,108547.0,107213.0,1.2442520962942927,1226.0,1997.5855844753562,True,True,False
15180,3300.0,3309.0,-0.271985494106981,39.0,413.82818747941764,True,True,False
24500,3557.397999530501,2806.0,26.77826085283324,43.0,438.72021725601974,False,False,True
13980,14577.0,15226.0,-4.262445816366741,230.0,836.8987415698808,False,True,False
16820,12584.2621231757,12564.0,0.16127127647007525,279.0,728.6685865639762,True,True,False
29740,5505.0,5402.0,1.906701221769715,145.0,559.9078358846212,True,True,False
10540,2579.559218950071,1647.0,56.62168906800675,36.0,315.98943741107337,False,False,True
22500,3951.2026264214705,4505.0,-12.292949469001764,70.0,293.6506027816737,False,False,True
23540,19907.152461237172,20462.0,-2.7115997398241998,439.0,1095.6480972458805,True,True,False
42700,1430.9343795479933,1678.0,-14.723815283194677,40.0,307.9533199268558,False,True,False
27100,9325.0,9207.0,1.2816335396980558,131.0,587.4475574093827,True,True,False
22420,5495.491969619287,5024.0,9.384792388918935,86.0,528.5655761215093,False,True,False
39150,4364.0,4420.0,-1.2669683257918551,111.0,419.49612642877884,True,True,False
19500,2421.5491329041597,3016.0,-19.709909386466855,38.0,218.3631098544154,False,False,True
32820,21077.940333194543,20645.0,2.0970711222792113,268.0,1240.2571163455411,True,True,False
19740,34182.43568721166,34256.0,-0.21474869450121936,371.0,1150.7107743005934,True,True,False
19100,92778.10471149854,93847.0,-1.1389765133690566,970.0,3238.511710134271,True,True,False
17780,18792.36453973774,19112.0,-1.6724333416819777,320.0,980.8968654244488,True,True,False
44060,16038.384028625143,15502.0,3.4600956562065757,203.0,700.2442222070264,True,True,False
34580,2276.0,1823.0,24.849149753154144,54.0,374.0293767439932,False,False,True
28420,4933.221284905983,5414.0,-8.880286573587304,1169.0,429.3601077018272,False,True,False
20260,11660.210739614824,12323.0,-5.378473264506825,123.0,632.6986508316769,False,False,True
11700,9482.899085427125,9726.0,-2.4994953174262275,94.0,445.89229590436156,True,True,False
13460,3117.0,2794.0,11.560486757337152,127.0,463.11731481612736,False,True,False
23580,2390.0,2479.0,-3.5901573215006053,67.0,180.8714715965456,True,True,False
33100,89499.23786429361,89806.0,-0.3415831188410472,1066.0,2085.3974918885356,True,True,False
30500,3066.0,3211.0,-4.515727187791965,99.0,377.6281935432655,False,True,False
45900,2702.2428733637435,2720.0,-0.652835538097667,101.0,314.4051647454739,True,True,False
43780,12773.367377543076,12324.0,3.6462786233615394,168.0,628.8028559944022,True,True,False
12980,3569.3505163980117,3692.0,-3.322033683694158,84.0,352.38889323229864,True,True,False
13900,4369.553025374107,4674.0,-6.513628040776484,78.0,425.22475148588256,False,True,False
27740,6580.625222657643,6638.0,-0.864338314889386,80.0,689.4860052341677,True,True,False
16220,1097.5925569783788,1340.0,-18.09010768818069,70.0,162.08160429932127,False,False,True
46540,13958.733335275398,13682.0,2.0226087945870312,215.0,616.8474056468114,True,True,False
48060,5762.587576277653,4800.0,20.053907839117773,213.0,376.6794085847267,False,False,True
26580,8943.258354021962,9000.0,-0.6304627330893102,78.0,553.7189554077977,True,True,False
17820,22605.0,22140.0,2.100271002710027,157.0,1039.4455490620949,True,True,False
39300,58121.0,59120.0,-1.6897834912043304,101.0,619.2652697531971,True,False,False
40140,77302.0,76095.0,1.5861751757671332,801.0,2274.705083996055,True,True,False
41500,17607.05652166856,19110.0,-7.864696380593611,294.0,810.6602101288436,False,False,True
42660,72853.0,72786.0,0.0920506690847141,877.0,1347.3030034183105,True,True,False
22540,3581.703509342883,3568.0,0.38406696588797873,94.0,354.1469755744548,True,True,False
31540,17967.592766313446,18304.0,-1.837889170053288,515.0,1086.3690380969242,True,True,False
20740,6801.9246451693125,7041.0,-3.395474433044845,140.0,442.5014807468029,True,True,False
27500,2616.0,2680.0,-2.3880597014925375,111.0,251.99633603239158,True,True,False
49180,13548.491641022923,13683.0,-0.9830326607986303,629.0,964.2039695603602,True,True,False
13740,3891.4390048417117,3731.0,4.300160944564775,95.0,351.4933167607022,False,True,False
16860,13684.261796527368,13467.0,1.6132902393062118,155.0,797.3011178770354,True,True,False
35840,12850.0,13261.0,-3.0993137772415356,185.0,674.607660840729,True,True,False
39460,4526.0,4506.0,0.4438526409232135,111.0,558.9491178765738,True,True,False
43420,5652.046951912157,5795.0,-2.4668343069515606,215.0,492.51343361539335,True,True,False
34620,8025.0,7887.0,1.7497147204260175,193.0,585.1105677476694,True,True,False
45460,10087.62157819697,10138.0,-0.49692663052900476,115.0,540.6220402703506,True,True,False
29340,3230.0028715003605,3201.0,0.9060565917013581,111.0,555.4559658347675,True,True,False
29180,5071.279778141481,4868.0,4.175837677516045,89.0,615.7060157621672,False,True,False
43340,8764.016948466733,8054.0,8.815705841404682,120.0,1019.2697530683403,False,True,False
42540,19880.83322180177,20090.0,-1.0411487217432986,121.0,853.3977585781727,True,True,False
34060,10484.11687361124,10186.0,2.9267315296607057,143.0,639.9201879494442,True,True,False
25540,41805.45416897487,41610.0,0.4697288367576857,287.0,1168.3075968908613,True,True,False
31740,11943.0,11951.0,-0.06694000502050038,174.0,625.8487840954474,True,True,False
37980,161797.0023041474,161563.0,0.14483656786975055,933.0,2512.4432587434235,True,True,False
19430,25707.0,24889.0,3.286592470569328,1070.0,1467.0400150191883,True,True,False
48540,5923.4176611607445,6619.0,-10.508873528316293,63.0,429.5337332269433,False,False,True
30620,3098.0,3115.0,-0.5457463884430177,110.0,343.44787312997005,True,True,False
42100,15204.0,14927.0,1.8556977289475447,262.0,881.2891563967528,True,True,False
41940,41689.94347833145,40554.0,2.8010639599828626,507.0,939.1682150884218,True,False,False
43300,2413.1847679810426,2610.0,-7.540813487316377,70.0,179.2818393755343,False,False,True
41700,45863.59689205633,46206.0,-0.7410360298309054,685.0,2310.491774237349,True,True,False
48660,12299.32561920576,11846.0,3.8268244065993557,427.0,841.0223281285079,True,True,False
14740,7337.0,7243.0,1.297804777026094,166.0,557.1663810680792,True,True,False
24260,1070.2918208734268,1037.0,3.210397384129873,35.0,219.9036139868989,True,True,False
23460,1768.7006239113202,1575.0,12.298452311829857,36.0,236.350314733372,False,True,False
25500,9081.0,9217.0,-1.4755343387219269,137.0,579.8651833271248,True,True,False
12260,16159.456485356925,15792.0,2.3268521109227747,230.0,864.8457006878106,True,True,False
40660,4367.965736400188,4238.0,3.0666761774466207,84.0,422.27887292587155,True,True,False
36100,8641.0,8494.0,1.7306333882740759,71.0,859.2047748179708,True,True,False
38940,7588.0,7344.0,3.32244008714597,53.0,947.0554449285163,True,True,False
38060,87691.0,88369.0,-0.7672373796240763,686.0,1458.88524755419,True,True,False
12940,28099.491613724378,28331.0,-0.8171557173259746,480.0,1314.8665934476674,True,True,False
26380,3472.251432408604,3645.0,-4.739329700724166,74.0,373.5480227000806,False,True,False
17420,2642.0,2988.0,-11.579651941097724,47.0,315.4820953913233,False,False,True
10580,37219.35761883608,36828.0,1.062663242196378,449.0,1101.5260732175168,True,True,False
27060,15976.0,15584.0,2.515400410677618,206.0,700.3154502909742,True,True,False
16980,151657.06007971708,152254.0,-0.39206846472534235,501.0,2413.320211609182,True,True,False
44100,3803.3571070653097,4058.0,-6.275083611007647,157.0,365.46747714382735,False,True,False
24300,4320.818181818183,4448.0,-2.8593034663178307,59.0,343.9623370934419,True,True,False
39380,5134.0,5565.0,-7.744833782569632,230.0,527.8221605344455,False,True,False
12700,3257.2717466975682,2959.0,10.080153656558576,31.0,286.17242124492157,False,False,True
42220,10340.0,10340.0,0.0,156.0,537.8716094885006,True,True,False
49700,2348.0,2440.0,-3.7704918032786887,53.0,247.35708069762222,True,True,False
11100,10267.705859084872,10407.0,-1.338465849093188,178.0,985.8791105077894,True,True,False
36500,4226.0,4302.0,-1.7666201766620175,83.0,360.6519474074,True,True,False
29100,5632.503687510075,5531.0,1.8351778613284213,69.0,363.69519479996825,True,True,False
22520,3396.5285752259415,3474.0,-2.2300352554420986,161.0,324.37251626652204,True,True,False
42140,2727.920943351528,2645.0,3.135007310076672,137.0,508.7165462276856,True,True,False
39900,7480.88070881308,7405.0,1.0247226038228192,81.0,643.5010998461091,True,True,False
12020,11145.26376237624,10975.0,1.551378244886016,189.0,950.3711551141972,True,True,False
45220,26352.230014484165,26544.0,-0.7224607652043222,282.0,1065.1117369014507,True,True,False
29620,20494.0,20663.0,-0.8178870444756329,418.0,1353.4447809441656,True,True,False
21820,4768.343856100761,4124.0,15.624244813306513,2014.0,930.5647862735507,False,True,False
11020,4183.75369895016,4098.0,2.0925744009311753,174.0,329.30130304216783,True,True,False
35980,10892.0,11589.0,-6.014323927862629,157.0,646.8273037797647,False,False,True
26820,1681.8917484206204,1760.0,-4.437968839737478,62.0,224.60583045160024,False,True,False
14260,18810.77456484093,18039.0,4.278366676871939,206.0,809.6949971347996,False,True,False
47940,6597.043741552161,6529.0,1.0421770799840866,95.0,419.9965270766413,True,True,False
11180,12799.0,13246.0,-3.3746036539332627,140.0,699.290738295775,True,True,False
15940,8163.0,8049.0,1.4163250093179278,148.0,529.8214048962632,True,True,False
14500,13496.840488338907,13611.0,-0.8387297895899886,177.0,703.9405246179754,True,True,False
