cbsa,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
30620,34277.12139082898,34331.0,-53.8786091710208,997.0,1304.141601023533,True,True
24260,36524.39398450789,35933.0,591.393984507893,1496.0,1374.255382284135,True,True
42220,57333.1948110162,56640.0,693.1948110161975,1078.0,1124.7106651443492,True,True
49700,34486.3384869738,35405.0,-918.6615130261998,1414.0,1128.157799719862,True,True
16980,49526.98539904234,49513.0,13.985399042343488,260.0,261.1678412883382,True,True
44100,44059.03017814361,43993.0,66.03017814360646,903.0,1167.1831861541618,True,True
11100,36748.43072073022,36873.0,-124.56927926978096,1222.0,1036.8031905837115,True,True
11020,34675.70391523952,35639.0,-963.2960847604772,924.0,816.658593832865,False,True
10580,49087.98828352076,49088.0,-0.011716479239112232,657.0,710.5162384468875,True,True
24300,39954.929521355545,40076.0,-121.07047864445485,1053.0,1182.190162991982,True,True
39380,35089.07952757828,34777.0,312.07952757828025,918.0,1134.2321469373983,True,True
45220,37718.172080511846,37356.0,362.1720805118457,805.0,773.249950057529,True,True
27060,43414.439661922814,41808.0,1606.4396619228137,1340.0,1902.7178606918008,False,True
12700,62090.90805437264,62086.0,4.908054372637707,1573.0,1527.4767189192928,True,True
12020,38441.4106531178,37279.0,1162.4106531177968,1077.0,1305.840192794959,False,True
29620,39993.4718035231,39863.0,130.47180352309806,677.0,797.0237214646455,True,True
42140,52024.37279967522,52207.0,-182.62720032477955,1456.0,1575.932497695342,True,True
22520,33773.19196857069,35173.0,-1399.808031429311,1036.0,1031.1013778753843,False,True
36500,46839.36648671799,46136.0,703.3664867179905,865.0,941.6054382502965,True,True
35980,48911.560252345516,47133.0,1778.5602523455163,810.0,1000.1126690114629,False,False
29100,40891.96846308691,41247.0,-355.03153691309126,1061.0,1380.5399415759257,True,True
21820,46451.705275410546,45905.0,546.7052754105462,2113.0,1734.625191501992,True,True
39900,48205.27996245487,47688.0,517.2799624548716,847.0,1039.6069972419034,True,True
31080,47832.953669718336,47931.0,-98.04633028166427,212.0,236.77600355247185,True,True
42200,47832.74459616348,48028.0,-195.2554038365197,926.0,929.674877097121,True,True
35380,38382.73672593139,38238.0,144.73672593139054,466.0,567.9671647172063,True,True
47380,34151.23808171829,34919.0,-767.761918281707,787.0,830.2713096972559,True,True
30980,32858.77962480486,33434.0,-575.2203751951383,894.0,746.038416088528,True,True
21340,28711.45325517001,28456.0,255.45325517001038,446.0,532.1417562948355,True,True
40060,48085.460280116175,47682.0,403.46028011617454,499.0,542.3180812234357,True,True
49020,44593.71265007819,43467.0,1126.7126500781887,1322.0,1179.2510582181599,True,True
44300,38286.38769647975,39316.0,-1029.6123035202472,1069.0,1463.8220809937936,True,True
30140,38799.99691885296,39628.0,-828.0030811470424,1111.0,1286.1026690981034,True,True
27180,32108.3417345312,32377.0,-268.6582654687991,915.0,955.7011434086118,True,True
48620,37332.49123220912,37675.0,-342.5087677908814,755.0,745.8649071238187,True,True
45820,36944.51616010612,37837.0,-892.4838398938809,649.0,875.8708521642305,False,True
44180,35597.70018711768,36122.0,-524.2998128823165,664.0,673.2693771982226,True,True
45300,43996.69452810793,43878.0,118.69452810793155,350.0,393.2891421175837,True,True
19660,40366.56644402298,40213.0,153.56644402298116,809.0,781.2500787520316,True,True
19820,43442.58416282493,43384.0,58.58416282493272,233.0,263.7075068272285,True,True
33220,39894.065040170964,43622.0,-3727.9349598290355,1448.0,1287.9342181420466,False,False
20100,36951.110833733284,36191.0,760.1108337332844,762.0,1084.7716243261077,True,True
21060,34937.88349524498,36675.0,-1737.1165047550166,2004.0,1069.3152962973293,True,True
12220,33867.695742271186,35042.0,-1174.3042577288143,988.0,962.5818043946038,False,True
30300,36923.52759445029,39150.0,-2226.4724055497136,1462.0,957.5934034545047,False,False
30340,35641.58302118897,36085.0,-443.4169788110303,1075.0,1397.6009404897604,True,True
41420,37832.768286795996,37986.0,-153.23171320400434,773.0,870.8521966158673,True,True
25940,47540.47046492467,51125.0,-3584.5295350753295,1611.0,1407.701680615893,False,False
46300,34010.42745435106,34076.0,-65.5725456489381,1548.0,996.2246164816403,True,True
28450,43530.425864170626,42757.0,773.4258641706256,1007.0,1481.8103861076852,True,True
46060,40439.74837196496,40140.0,299.7483719649608,509.0,579.575232147707,True,True
30700,41400.59757144481,40917.0,483.5975714448068,811.0,1158.453262255748,True,True
21780,38330.8096708538,39665.0,-1334.1903291462004,1057.0,875.3038929366688,False,True
26900,43794.11841284111,43743.0,51.11841284111142,435.0,417.12735496699514,True,True
19780,45949.68947150687,46354.0,-404.3105284931298,591.0,702.0834962973927,True,True
33540,41232.050768572364,45638.0,-4405.949231427636,1587.0,1326.2858437114244,False,False
39660,43242.08308354999,42169.0,1073.0830835499874,1324.0,1898.1775392058323,True,True
