cbsa,sex,band,edu4,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
23540,Male,18-24,hs_or_less,8375.189853455202,8245,130.18985345520196,928.2747438124125,823.5420360935017,True,True
23580,Male,18-24,hs_or_less,6694.0,6469,225.0,504.69594807170785,521.8820508936861,True,True
23900,Male,18-24,hs_or_less,3115.215629177537,2750,365.2156291775368,283.1342437784593,315.3692084297505,False,True
24020,Male,18-24,hs_or_less,2350.0,2410,-60.0,306.8256834099779,247.01716786237753,True,True
24140,Male,18-24,hs_or_less,3799.0,3606,193.0,469.26857981330903,379.5013573905237,True,True
24220,Male,18-24,hs_or_less,3153.9895648743873,2829,324.98956487438727,359.0334246278471,581.5493454510695,True,True
24260,Male,18-24,hs_or_less,2103.127268747683,1964,139.12726874768305,318.9686504971923,221.93083089944608,True,True
24300,Male,18-24,hs_or_less,3444.6689372234855,3384,60.6689372234855,502.31165624540307,390.05204730695897,True,True
24340,Male,18-24,hs_or_less,30167.814875447722,30509,-341.18512455227756,1410.488213350257,1711.2109360989787,True,True
24420,Male,18-24,hs_or_less,1917.217697097948,2153,-235.78230290205192,318.0707468473013,192.21068104053316,True,True
24500,Male,18-24,hs_or_less,2293.5088063465455,2826,-532.4911936534545,262.3623448591661,349.9435517471374,False,False
24540,Male,18-24,hs_or_less,9579.0,9425,154.0,669.5147496508199,652.1604522795752,True,True
24580,Male,18-24,hs_or_less,7951.591785418233,7845,106.59178541823258,578.1098511528756,775.7513419045252,True,True
24660,Male,18-24,hs_or_less,18679.81215583024,17876,803.812155830241,1232.7148899887598,1284.5812878852505,True,True
24780,Male,18-24,hs_or_less,5337.0,5389,-52.0,691.8280133096664,683.4777042861383,True,True
24860,Male,18-24,hs_or_less,23451.074794134493,23907,-455.92520586550745,1224.5088811437834,1167.0586932939996,True,True
25060,Male,18-24,hs_or_less,11361.30657290303,10735,626.3065729030295,706.9469569918241,711.2805248333087,True,True
25180,Male,18-24,hs_or_less,7799.956814204911,8000,-200.0431857950889,671.9248469881137,520.8177697267685,True,True
25220,Male,18-24,hs_or_less,3484.7711276450736,3554,-69.22887235492635,449.2015137997645,417.5787326396894,True,True
25260,Male,18-24,hs_or_less,6715.0,6579,136.0,574.9295609028987,507.55567989384184,True,True
25420,Male,18-24,hs_or_less,14048.0,14369,-321.0,889.0500548338097,923.7938326339378,True,True
25500,Male,18-24,hs_or_less,4615.0,4935,-320.0,487.86576022508484,508.4179813758067,True,True
25540,Male,18-24,hs_or_less,26074.972114773598,25670,404.97211477359815,1480.6734954067356,1145.8404185504191,True,True
25620,Male,18-24,hs_or_less,4076.957421588728,3986,90.95742158872781,422.52692221916465,457.52416650381804,True,True
25740,Male,18-24,hs_or_less,2314.728411460027,1676,638.728411460027,301.57254516948325,253.7053098702486,False,False
25860,Male,18-24,hs_or_less,8934.556104510773,9079,-144.44389548922663,607.3302231899875,613.6816101542488,True,True
25940,Male,18-24,hs_or_less,7860.780325255095,7740,120.7803252550948,753.7784820489372,753.5100475113005,True,True
25980,Male,18-24,hs_or_less,3889.857312060056,4052,-162.14268793994415,506.0444644495185,363.3894569610241,True,True
26140,Male,18-24,hs_or_less,3237.0,3284,-47.0,445.9439426654431,416.0490865030231,True,True
26300,Male,18-24,hs_or_less,2479.103104331785,2649,-169.89689566821517,405.71541750345153,309.03329880879573,True,True
26380,Male,18-24,hs_or_less,5793.076752446415,5631,162.0767524464154,612.1715445853392,488.54668699044936,True,True
26420,Male,18-24,hs_or_less,197291.76278006966,198265,-973.2372199303354,4426.907837305855,3275.6494054794935,True,True
26580,Male,18-24,hs_or_less,9019.25166212466,9607,-587.7483378753404,622.2909287463541,572.1672052896363,True,True
26620,Male,18-24,hs_or_less,10354.573690212059,10448,-93.42630978794114,844.0130330747269,1028.8728511165941,True,True
26820,Male,18-24,hs_or_less,4787.7163503298925,4838,-50.28364967010748,475.3083209875459,438.8238632581584,True,True
26900,Male,18-24,hs_or_less,52836.30168588504,52379,457.30168588503875,1750.3074015726495,1820.0177333613467,True,True
26980,Male,18-24,hs_or_less,4605.669493737243,4995,-389.3305062627569,698.2112860732058,813.5177685817314,True,True
27060,Male,18-24,hs_or_less,2798.0,2961,-163.0,547.8914125992485,664.7395946985556,True,True
27100,Male,18-24,hs_or_less,5026.0,4858,168.0,492.0213410005708,428.8499540631898,True,True
27140,Male,18-24,hs_or_less,13865.307116019278,14076,-210.6928839807224,822.1319845377626,908.9102986873498,True,True
27180,Male,18-24,hs_or_less,4268.648707899631,4183,85.64870789963061,472.3092207442069,452.98946632219247,True,True
27260,Male,18-24,hs_or_less,41160.279980098174,40656,504.27998009817384,1738.8467442532133,1827.2344550543246,True,True
27340,Male,18-24,hs_or_less,20304.16950400889,20518,-213.8304959911111,1015.149742648837,1194.3882992540712,True,True
27500,Male,18-24,hs_or_less,4134.0,4137,-3.0,374.70121430280955,461.827854036274,True,True
27620,Male,18-24,hs_or_less,3388.64745256881,3737,-348.35254743119003,415.4431369032349,359.6804174081033,True,True
27740,Male,18-24,hs_or_less,5058.306472910645,4965,93.30647291064543,481.64924997346355,574.2785590751525,True,True
27780,Male,18-24,hs_or_less,3117.0,3142,-25.0,250.3976836953569,334.3611720224853,True,True
27860,Male,18-24,hs_or_less,3816.0,3313,503.0,464.35008344997635,448.97366248060695,False,True
27900,Male,18-24,hs_or_less,5599.2186409176475,5702,-102.78135908235254,427.47163648597785,410.53381198030496,True,True
27980,Male,18-24,hs_or_less,3389.2709546276187,3505,-115.72904537238128,364.4571305380099,284.23038279082857,True,True
28020,Male,18-24,hs_or_less,8129.0,8405,-276.0,806.1587932907511,1037.9624775015955,True,True
28100,Male,18-24,hs_or_less,2971.584222274855,3007,-35.415777725144835,326.35563423970484,317.6270864202353,True,True
28140,Male,18-24,hs_or_less,51377.68788474664,51474,-96.31211525335675,1402.6368025971656,1717.9297220749604,True,True
28420,Male,18-24,hs_or_less,9401.29830312389,9800,-398.7016968761109,732.318919597193,618.8157067684707,True,True
28450,Male,18-24,hs_or_less,4010.0,4373,-363.0,463.14144707637644,637.6620294883882,True,True
28660,Male,18-24,hs_or_less,19985.795151867307,19433,552.7951518673071,1031.4455875129818,906.6694983199848,True,True
28700,Male,18-24,hs_or_less,6993.197586757204,6755,238.19758675720368,603.9759929003801,469.05927643973394,True,True
28740,Male,18-24,hs_or_less,3261.5457958954908,3549,-287.45420410450924,370.0432407165411,527.9492977642822,True,True
28880,Male,18-24,hs_or_less,16224.567320933495,15274,950.5673209334946,982.325302534756,955.8378325745434,True,True
28940,Male,18-24,hs_or_less,22804.858890654115,22393,411.8588906541154,1081.7786280011267,1108.3730531927715,True,True
29020,Male,18-24,hs_or_less,2459.036769138299,2152,307.03676913829895,295.8462438497403,229.08029321916558,False,True
29100,Male,18-24,hs_or_less,4143.368172007395,3793,350.3681720073946,371.3933225032459,517.5505138929175,True,True
29180,Male,18-24,hs_or_less,10723.377455032754,10413,310.37745503275437,828.1895918206169,723.2121214007012,True,True
29200,Male,18-24,hs_or_less,10112.835107084695,10405,-292.16489291530524,706.9271532484801,899.4060104362178,True,True
29340,Male,18-24,hs_or_less,5520.424556358434,5108,412.4245563584336,560.6469477309228,471.57864629523067,True,True
29420,Male,18-24,hs_or_less,4167.0,4630,-463.0,495.25145128510223,532.0781679661833,True,True
29460,Male,18-24,hs_or_less,21149.0,21168,-19.0,1183.9472116610605,897.1921840839062,True,True
29540,Male,18-24,hs_or_less,14665.0,14583,82.0,910.9604821286157,912.0126123572797,True,True
29620,Male,18-24,hs_or_less,14991.0,14489,502.0,954.8334933379746,1146.7188101639172,True,True
29700,Male,18-24,hs_or_less,8491.0,8625,-134.0,828.7641401508635,688.1206261913677,True,True
29740,Male,18-24,hs_or_less,7846.0,7782,64.0,743.6161644289344,844.4535840374829,True,True
29820,Male,18-24,hs_or_less,61587.0,62060,-473.0,1823.2646544042914,1599.237832343895,True,True
29940,Male,18-24,hs_or_less,4446.0,4437,9.0,711.0653978362328,897.0477010651384,True,True
30020,Male,18-24,hs_or_less,6508.0,6133,375.0,447.10289643436664,566.6327801815299,True,True
30140,Male,18-24,hs_or_less,3883.0,3771,112.0,405.72034703721727,407.63485026430214,True,True
30300,Male,18-24,hs_or_less,1689.8666034675346,1607,82.86660346753456,206.81634364817495,151.2839684861124,True,True
30340,Male,18-24,hs_or_less,3340.0,3289,51.0,386.82941977052366,459.50595066875906,True,True
30460,Male,18-24,hs_or_less,13620.627152569421,13358,262.627152569421,897.0930832416444,989.6089255996811,True,True
30500,Male,18-24,hs_or_less,4386.0,4676,-290.0,501.9103505607351,469.90253539430927,True,True
30620,Male,18-24,hs_or_less,3149.0,2811,338.0,337.02522160811645,344.9161374812724,False,True
30700,Male,18-24,hs_or_less,9254.468695888747,9066,188.46869588874688,613.4965362575407,948.9458326128697,True,True
30780,Male,18-24,hs_or_less,19170.0,19373,-203.0,1089.6770163676943,1190.310849139312,True,True
30860,Male,18-24,hs_or_less,4730.5170764787,5009,-278.4829235213001,481.58384524400316,448.5193530237134,True,True
30980,Male,18-24,hs_or_less,7540.986994248495,7835,-294.01300575150526,671.9479146481518,645.7908605925018,True,True
31020,Male,18-24,hs_or_less,2717.47622786803,2780,-62.52377213196996,366.24991467575796,277.54599962871055,True,True
31080,Male,18-24,hs_or_less,269409.0,270151,-742.0,3097.625058008151,3513.9411939389724,True,True
31140,Male,18-24,hs_or_less,32559.434519759183,33003,-443.5654802408171,1161.683691888631,1240.9067338070995,True,True
31180,Male,18-24,hs_or_less,11752.939827006463,12142,-389.060172993537,866.3936749538284,783.543555665166,True,True
31340,Male,18-24,hs_or_less,6277.0,6879,-602.0,621.304273283228,631.6746451595949,True,True
31420,Male,18-24,hs_or_less,6689.944597107029,6672,17.94459710702904,652.4377364929162,423.66118916007116,True,True
31540,Male,18-24,hs_or_less,14511.375394536077,15936,-1424.6246054639232,1095.001826482495,1368.5353796682564,False,True
31700,Male,18-24,hs_or_less,10372.557975352038,10145,227.55797535203783,763.6792520423742,715.995308965724,True,True
31740,Male,18-24,hs_or_less,6793.0,6886,-93.0,1011.86313303727,895.5211388934379,True,True
31860,Male,18-24,hs_or_less,4123.0,3951,172.0,486.55010019524195,637.4739012187086,True,True
31900,Male,18-24,hs_or_less,4078.0,4087,-9.0,442.09501241249035,443.0606794461115,True,True
32580,Male,18-24,hs_or_less,28429.0,28204,225.0,1373.7252272561643,1129.2149798593491,True,True
32780,Male,18-24,hs_or_less,5650.0,5643,7.0,550.7939723707949,517.6526450490231,True,True
32820,Male,18-24,hs_or_less,35097.58439191371,34851,246.58439191371144,1450.3823633787058,1249.4090555636196,True,True
32900,Male,18-24,hs_or_less,9370.0,9474,-104.0,800.5904071371327,730.0558371290857,True,True
33100,Male,18-24,hs_or_less,126134.56291108095,126317,-182.4370889190468,2897.1223653825878,2638.9260227859454,True,True
33140,Male,18-24,hs_or_less,3319.0,3530,-211.0,440.5973218257233,334.5173327665549,True,True
33220,Male,18-24,hs_or_less,1896.1078492584022,1965,-68.89215074159779,249.58765995136858,221.78429770330416,True,True
33260,Male,18-24,hs_or_less,4877.221735715634,5041,-163.77826428436583,683.8727951892809,537.1945935863671,True,True
33340,Male,18-24,hs_or_less,34426.0,35903,-1477.0,1377.1161897240188,1694.2582847750075,False,True
33460,Male,18-24,hs_or_less,75875.87288481534,76312,-436.1271151846595,1777.4864275149896,2417.5166183671863,True,True
33500,Male,18-24,hs_or_less,2475.5231001379757,2539,-63.47689986202431,334.68492646069376,396.20669027913044,True,True
33540,Male,18-24,hs_or_less,3633.757479527514,3718,-84.24252047248592,493.9534391012983,446.41806296747427,True,True
33660,Male,18-24,hs_or_less,10069.0,10540,-471.0,718.4100500410611,731.527079534654,True,True
33700,Male,18-24,hs_or_less,16751.0,16159,592.0,911.2924887213765,891.6390147966272,True,True
33740,Male,18-24,hs_or_less,6231.091894404781,5941,290.09189440478076,560.5791647929844,532.6483967990915,True,True
33780,Male,18-24,hs_or_less,3384.0,3159,225.0,380.11971798368995,468.04326184525934,True,True
33860,Male,18-24,hs_or_less,10802.48248507541,10497,305.4824850754103,858.1456752789703,898.575565754904,True,True
34060,Male,18-24,hs_or_less,5318.751935072541,4781,537.7519350725406,545.3861017664458,576.4588988592271,True,True
34100,Male,18-24,hs_or_less,3437.2103458781676,3600,-162.78965412183243,460.6831883192613,300.1524432854464,True,True
34580,Male,18-24,hs_or_less,3256.0,2915,341.0,291.2953827303138,289.7145773709877,False,True
34620,Male,18-24,hs_or_less,3291.0,3495,-204.0,468.7259327154835,600.3666334645022,True,True
34740,Male,18-24,hs_or_less,4432.0,4699,-267.0,451.00110864608746,535.1540486194139,True,True
34820,Male,18-24,hs_or_less,8238.57604915661,8256,-17.42395084338932,823.2830618930527,636.635021744584,True,True
34900,Male,18-24,hs_or_less,3017.0,2966,51.0,347.8174808717929,391.20040332449815,True,True
34940,Male,18-24,hs_or_less,6185.0,6199,-14.0,678.9565523654661,722.7179775956871,True,True
34980,Male,18-24,hs_or_less,47954.098331057154,48441,-486.9016689428463,1792.9152238742356,1919.1411242897116,True,True
35300,Male,18-24,hs_or_less,12975.0,12589,386.0,806.5779565547276,870.410522989009,True,True
35380,Male,18-24,hs_or_less,20981.0,20929,52.0,1183.8792168122557,1182.6327054299234,True,True
35620,Male,18-24,hs_or_less,354366.43267906643,355613,-1246.5673209335655,4291.354331676656,4749.089558588946,True,True
35660,Male,18-24,hs_or_less,3814.0,3828,-14.0,413.0012106519786,430.01539710515027,True,True
35840,Male,18-24,hs_or_less,15494.0,15337,157.0,965.9844719248855,960.2885989918605,True,True
35980,Male,18-24,hs_or_less,8314.0,7933,381.0,550.0299991818628,700.0816387331195,True,True
36100,Male,18-24,hs_or_less,9868.0,9590,278.0,863.5403870115167,748.0277336711855,True,True
36220,Male,18-24,hs_or_less,5169.0,5325,-156.0,613.401988911024,550.4755993911083,True,True
36260,Male,18-24,hs_or_less,18981.427318525493,19421,-439.5726814745067,1024.5569774297571,1176.2134916862883,True,True
36420,Male,18-24,hs_or_less,40684.553930037466,40687,-2.4460699625342386,1441.731597767074,1528.0475809263341,True,True
36500,Male,18-24,hs_or_less,7247.0,7065,182.0,545.073389554104,510.62519695589845,True,True
36540,Male,18-24,hs_or_less,22871.218190882966,22435,436.21819088296616,1013.1954401792381,882.7758511132791,True,True
36740,Male,18-24,hs_or_less,62098.0,60695,1403.0,2242.391134481226,2198.1405675433957,True,True
36780,Male,18-24,hs_or_less,4843.0,4351,492.0,485.18862311476346,636.7398504835,False,True
36980,Male,18-24,hs_or_less,2885.998202544074,3055,-169.00179745592595,312.65796007778215,345.2286702258321,True,True
37100,Male,18-24,hs_or_less,18839.0,18739,100.0,1009.4993808814347,992.2659226191586,True,True
37140,Male,18-24,hs_or_less,2633.6534836649776,2394,239.65348366497756,320.96884584021547,248.51051745455482,True,True
37340,Male,18-24,hs_or_less,12646.0,12964,-318.0,958.524386752888,873.748296372445,True,True
37460,Male,18-24,hs_or_less,5639.7845117505,5634,5.7845117505003145,594.2146076965796,506.17449528318906,True,True
37620,Male,18-24,hs_or_less,2203.9115094891554,2204,-0.0884905108446219,262.9410580339252,239.4631035708984,True,True
37860,Male,18-24,hs_or_less,15363.0,14231,1132.0,1008.2673256631894,1054.881181235593,False,True
37900,Male,18-24,hs_or_less,8341.489026694559,8046,295.48902669455856,536.7205977042431,494.82187688946743,True,True
37980,Male,18-24,hs_or_less,139596.00240397727,138454,1142.0024039772688,3102.9987109246435,3243.663502252628,True,True
38060,Male,18-24,hs_or_less,133329.1579429502,131885,1444.1579429502017,2903.7074577167723,2669.0395603076036,True,True
38240,Male,18-24,hs_or_less,1786.044908204989,1787,-0.9550917950109579,350.4868043165106,326.37558131186523,True,True
38300,Male,18-24,hs_or_less,52554.42944053051,51902,652.4294405305118,1440.8959018610608,1629.4513568884834,True,True
38340,Male,18-24,hs_or_less,2493.0,2765,-272.0,405.62174497923553,353.63808121262906,True,True
38540,Male,18-24,hs_or_less,2596.4424799562703,2448,148.4424799562703,318.26718335386073,304.534961322358,True,True
38860,Male,18-24,hs_or_less,10702.0,10635,67.0,721.0034673980424,1041.2904573316707,True,True
38900,Male,18-24,hs_or_less,55161.77426522078,54767,394.7742652207817,1654.4156067929243,2023.5654813294987,True,True
38940,Male,18-24,hs_or_less,10875.0,10765,110.0,881.8713058037437,780.3201893493786,True,True
39150,Male,18-24,hs_or_less,4983.0,4860,123.0,490.6261305719458,510.6298339403996,True,True
39300,Male,18-24,hs_or_less,41418.0,40755,663.0,1360.3356203525657,1413.186507704751,True,True
39340,Male,18-24,hs_or_less,25447.423398152972,25879,-431.57660184702763,1341.534196358781,1145.5243545755661,True,True
39380,Male,18-24,hs_or_less,4137.69245863924,4362,-224.3075413607603,375.598189559002,438.6682651138502,True,True
39460,Male,18-24,hs_or_less,3381.0,3461,-80.0,465.2827097582716,466.69522647815893,True,True
39540,Male,18-24,hs_or_less,5472.0,5633,-161.0,501.7379794275096,609.2544596482245,True,True
39580,Male,18-24,hs_or_less,32495.641975708353,30876,1619.6419757083531,1530.4927311163551,1630.4222849954353,False,True
39660,Male,18-24,hs_or_less,3901.0100626259987,4259,-357.98993737400133,931.5750103990553,466.83395368045194,True,True
39740,Male,18-24,hs_or_less,13104.0,12685,419.0,739.3273970305713,754.0011419968142,True,True
39820,Male,18-24,hs_or_less,3751.0,3836,-85.0,420.7089255055091,374.0018835213267,True,True
39900,Male,18-24,hs_or_less,12891.387592244038,12769,122.38759224403839,906.6261633109867,797.5058848484092,True,True
40060,Male,18-24,hs_or_less,31070.084846640333,31868,-797.9151533596669,1515.4372306367559,1442.0014699585333,True,True
40140,Male,18-24,hs_or_less,131868.0,130828,1040.0,2755.9626267422423,2386.177004260948,True,True
40220,Male,18-24,hs_or_less,7604.384213407522,7752,-147.6157865924779,619.6983136978831,576.0079190410096,True,True
40340,Male,18-24,hs_or_less,5077.529472135969,4695,382.5294721359687,452.2278186931892,628.5834560581095,True,True
40380,Male,18-24,hs_or_less,23398.491478043226,23746,-347.5085219567736,974.1996715252988,1144.3047325609164,True,True
40420,Male,18-24,hs_or_less,9168.0,9181,-13.0,634.4012925585823,590.7865834228974,True,True
40580,Male,18-24,hs_or_less,4243.0,3996,247.0,460.6614809163015,389.22243460520104,True,True
40660,Male,18-24,hs_or_less,2552.106760196937,2382,170.1067601969371,399.04135124069535,268.64551883379914,True,True
40900,Male,18-24,hs_or_less,53928.0,53670,258.0,1837.3818329351143,1654.1609937442606,True,True
40980,Male,18-24,hs_or_less,4565.0,4472,93.0,409.59858398192733,419.0146311988998,True,True
41060,Male,18-24,hs_or_less,5784.701188456111,5167,617.7011884561107,589.2554624269511,879.9860252285773,False,True
41100,Male,18-24,hs_or_less,5207.0,5532,-325.0,592.0489844599009,599.0041119057531,True,True
41140,Male,18-24,hs_or_less,3452.5629284347547,3585,-132.43707156524533,339.4849039353591,336.8514104135111,True,True
41180,Male,18-24,hs_or_less,59375.26706564342,59150,225.2670656434202,1763.5722270437352,2264.697304234038,True,True
41420,Male,18-24,hs_or_less,13109.69170136597,13529,-419.3082986340305,846.6977028432285,802.0072941793005,True,True
41500,Male,18-24,hs_or_less,11942.277998858353,11824,118.27799885835339,918.3512399948072,828.4287351424028,True,True
41540,Male,18-24,hs_or_less,3151.1075742930893,3418,-266.8924257069107,428.0397177832917,334.06192783922523,True,True
41620,Male,18-24,hs_or_less,37314.782531137964,36282,1032.7825311379638,1282.6012630587886,1287.450163457449,True,True
41660,Male,18-24,hs_or_less,3537.729315272398,3433,104.7293152723978,473.0496802662486,421.04067283664483,True,True
41700,Male,18-24,hs_or_less,74061.20139628096,74411,-349.79860371904215,2575.6259433388227,2205.0203603005625,True,True
41740,Male,18-24,hs_or_less,88538.0,86086,2452.0,2270.2255394563776,2827.2504500424084,False,True
41780,Male,18-24,hs_or_less,3018.191965027187,2710,308.19196502718705,350.660804767228,313.1931106759427,True,True
41860,Male,18-24,hs_or_less,77987.0,79459,-1472.0,2027.5196669822958,2270.2447077066386,True,True
41940,Male,18-24,hs_or_less,36017.72200114164,35381,636.722001141643,1409.56660005833,1484.566939854946,True,True
42020,Male,18-24,hs_or_less,6413.0,6540,-127.0,762.42442248396,892.0348281485427,True,True
42100,Male,18-24,hs_or_less,7317.0,7377,-60.0,665.8243011485838,644.7565905876806,True,True
42140,Male,18-24,hs_or_less,3552.4071462305633,3373,179.40714623056328,405.80537206892666,377.54664581867337,True,True
42200,Male,18-24,hs_or_less,13362.0,13150,212.0,1049.678998551462,1044.3012724029882,True,True
42220,Male,18-24,hs_or_less,10965.0,10678,287.0,797.8934765994769,568.2414340247462,True,True
42340,Male,18-24,hs_or_less,11997.127646933373,11517,480.1276469333734,1090.4755843208961,730.4164792303707,True,True
42540,Male,18-24,hs_or_less,13737.257201758875,13507,230.25720175887545,811.0172624549986,763.5853951463666,True,True
42660,Male,18-24,hs_or_less,85408.0,84846,562.0,2287.540600732586,1841.9337964843498,True,True
42680,Male,18-24,hs_or_less,3570.0,3704,-134.0,500.199960015992,417.81251341361235,True,True
42700,Male,18-24,hs_or_less,3049.7022567596546,2059,990.7022567596546,277.7246838147448,241.11828748943992,False,False
43100,Male,18-24,hs_or_less,3302.0,3184,118.0,293.272910443498,462.22333935014575,True,True
43300,Male,18-24,hs_or_less,3786.158562975645,3395,391.15856297564505,408.0306361046925,331.05558351276153,True,True
43340,Male,18-24,hs_or_less,10136.373934442134,10119,17.37393444213376,707.0480888878776,645.8053292519718,True,True
43420,Male,18-24,hs_or_less,3702.1378777186296,3282,420.1378777186296,414.27768465124933,350.11450703641344,False,True
43580,Male,18-24,hs_or_less,3521.2313385859247,4184,-662.7686614140753,416.15021326439324,332.26785351419124,False,False
43620,Male,18-24,hs_or_less,6974.4664789827075,6879,95.46647898270749,575.2886232144697,657.6772571527977,True,True
43640,Male,18-24,hs_or_less,5863.0,6017,-154.0,769.31722975636,843.3365686226645,True,True
43780,Male,18-24,hs_or_less,9360.709803585027,9439,-78.29019641497325,616.578462160332,619.3302488681898,True,True
43900,Male,18-24,hs_or_less,9507.60154946088,9191,316.60154946088005,680.2506890845463,754.6184568682222,True,True
44060,Male,18-24,hs_or_less,14525.566018644873,14247,278.5660186448731,800.3149380087816,837.4480131536599,True,True
44100,Male,18-24,hs_or_less,4202.243050440688,4123,79.24305044068842,456.90918134789104,418.55765470785644,True,True
44140,Male,18-24,hs_or_less,12218.0,12331,-113.0,875.1965493533438,823.4580657621552,True,True
44180,Male,18-24,hs_or_less,12116.219416185526,11925,191.21941618552592,870.9270922413655,938.3308137195511,True,True
44220,Male,18-24,hs_or_less,3488.0,3566,-78.0,393.83372125809643,359.1093776431493,True,True
44300,Male,18-24,hs_or_less,5914.0,5511,403.0,687.164463574769,869.1944018371265,True,True
44420,Male,18-24,hs_or_less,3075.986216415096,3283,-207.0137835849041,431.0939572761372,355.86959922283035,True,True
44700,Male,18-24,hs_or_less,23398.0,23181,217.0,1098.7861484383575,1012.0606990374885,True,True
44940,Male,18-24,hs_or_less,2996.298238842342,3050,-53.701761157657984,451.63037984617466,385.9384345458758,True,True
45060,Male,18-24,hs_or_less,15303.01087703359,14656,647.0108770335901,909.0770044391179,968.5345718158429,True,True
45220,Male,18-24,hs_or_less,12744.187867062705,12387,357.18786706270475,1091.7756179728508,1034.5005769162296,True,True
45300,Male,18-24,hs_or_less,68056.0,68250,-194.0,2084.322671756943,2081.4032629253397,True,True
45460,Male,18-24,hs_or_less,5452.564953415278,5193,259.56495341527807,475.2988533543922,518.5901797502281,True,True
45500,Male,18-24,hs_or_less,4218.976277302012,4486,-267.023722697988,510.0137253055059,325.3130004350259,True,True
45780,Male,18-24,hs_or_less,16510.121001259366,16331,179.12100125936558,886.1173737152432,944.9460082854986,True,True
45820,Male,18-24,hs_or_less,6163.64846371184,6228,-64.35153628815988,547.5929144903173,490.244462433327,True,True
45900,Male,18-24,hs_or_less,3469.938493264738,3464,5.938493264738099,353.46994214501467,316.4003797349924,True,True
45940,Male,18-24,hs_or_less,8129.0,8116,13.0,795.485386415112,752.2545610546339,True,True
46060,Male,18-24,hs_or_less,32899.842057049806,32570,329.8420570498056,1615.2464208287229,1481.6241198608072,True,True
46140,Male,18-24,hs_or_less,28591.640894441494,28856,-264.3591055585057,720.3867017095748,1048.2467936088271,True,True
46220,Male,18-24,hs_or_less,9121.637219241828,8885,236.63721924182755,968.2799182054742,1125.5026026935177,True,True
46300,Male,18-24,hs_or_less,3534.936923520337,3800,-265.06307647966287,419.48897482532243,367.76484088576257,True,True
46340,Male,18-24,hs_or_less,5967.0,6031,-64.0,577.1880109634988,521.3909178449985,True,True
46520,Male,18-24,hs_or_less,26105.0,26205,-100.0,1096.5094618834805,1242.5945529199175,True,True
46540,Male,18-24,hs_or_less,6250.536272202628,6138,112.53627220262842,494.19227027544656,512.1480736101242,True,True
46660,Male,18-24,hs_or_less,5764.492048061207,6196,-431.50795193879276,742.4957912338629,555.9501724063191,True,True
46700,Male,18-24,hs_or_less,11213.0,10905,308.0,761.1215408855539,653.6780652020152,True,True
47020,Male,18-24,hs_or_less,2599.9787317124988,2697,-97.02126828750124,380.12366408841217,347.3337925947387,True,True
47220,Male,18-24,hs_or_less,4185.997596022712,4539,-353.00240397728794,502.52462626223604,401.685736016944,True,True
47260,Male,18-24,hs_or_less,53988.14788052285,53442,546.1478805228471,1669.8326263431313,1660.1149877578184,True,True
47300,Male,18-24,hs_or_less,14222.0,14307,-85.0,989.178952465124,864.267955664648,True,True
47380,Male,18-24,hs_or_less,9531.58652499127,9784,-252.41347500873053,851.5010275977357,832.6868177479342,True,True
47460,Male,18-24,hs_or_less,1999.7016968761104,1646,353.7016968761104,326.2836189574953,310.5610880206137,False,True
47580,Male,18-24,hs_or_less,5075.198760393322,5194,-118.80123960667788,537.2122485573091,486.3716561714745,True,True
47900,Male,18-24,hs_or_less,125457.07210608001,124847,610.0721060800133,2661.9969947391,2427.518601425703,True,True
47930,Male,18-24,hs_or_less,10056.0,9553,503.0,633.3411403027598,617.3642483200255,True,True
47940,Male,18-24,hs_or_less,4255.331444659504,4639,-383.6685553404959,469.72332281886963,601.0924506744307,True,True
48060,Male,18-24,hs_or_less,5301.289683177909,4697,604.289683177909,404.38719069723265,431.0264377843327,False,False
48140,Male,18-24,hs_or_less,3349.0,3325,24.0,359.6150719867008,483.5292752253994,True,True
48260,Male,18-24,hs_or_less,3081.092206969597,3110,-28.9077930304029,307.38412450873255,243.12766655276877,True,True
48300,Male,18-24,hs_or_less,2942.0,3114,-172.0,467.782000508784,415.607874552444,True,True
48540,Male,18-24,hs_or_less,3809.575705614473,4220,-410.424294385527,347.1152546345378,291.7843687661047,False,True
48620,Male,18-24,hs_or_less,15473.36599046333,15962,-488.6340095366704,901.4177721789159,803.6534049572408,True,True
48660,Male,18-24,hs_or_less,6040.133149669971,5897,143.13314966997132,581.4344331048859,671.1004010965421,True,True
48680,Male,18-24,hs_or_less,1503.0,1694,-191.0,293.1177237902887,281.27094926422814,True,True
48700,Male,18-24,hs_or_less,2730.2175664464335,2436,294.21756644643347,292.98122806760165,300.1711279717661,False,True
48900,Male,18-24,hs_or_less,8417.0,8550,-133.0,952.812678337143,873.9460193892127,True,True
49020,Male,18-24,hs_or_less,3212.6111851990363,3317,-104.3888148009637,463.6917079267215,365.3464829281516,True,True
49180,Male,18-24,hs_or_less,16832.298428345654,17267,-434.7015716543465,1104.4537111169486,992.1277401794732,True,True
49340,Male,18-24,hs_or_less,19886.0,19776,110.0,1034.9328480631002,1064.182082310753,True,True
49420,Male,18-24,hs_or_less,9035.0,9293,-258.0,794.8333158593693,546.7519489482869,True,True
49620,Male,18-24,hs_or_less,11731.0,11895,-164.0,744.033601391765,772.6195680443254,True,True
